state,year,private_establishments,private_employment,source_url
OR,2017,144582.0,1596853.0,https://data.bls.gov/cew/data/api/2017/a/area/41000.csv
OR,2018,149168.0,1648323.0,https://data.bls.gov/cew/data/api/2018/a/area/41000.csv
OR,2019,152892.0,1677647.0,https://data.bls.gov/cew/data/api/2019/a/area/41000.csv
OR,2020,157335.0,1570539.0,https://data.bls.gov/cew/data/api/2020/a/area/41000.csv
OR,2021,165889.0,1613336.0,https://data.bls.gov/cew/data/api/2021/a/area/41000.csv
OR,2022,177635.0,1675632.0,https://data.bls.gov/cew/data/api/2022/a/area/41000.csv
OR,2023,186144.0,1702772.0,https://data.bls.gov/cew/data/api/2023/a/area/41000.csv
OR,2024,180622.0,1701612.0,https://data.bls.gov/cew/data/api/2024/a/area/41000.csv
PA,2017,340718.0,5124456.0,https://data.bls.gov/cew/data/api/2017/a/area/42000.csv
PA,2018,342488.0,5193979.0,https://data.bls.gov/cew/data/api/2018/a/area/42000.csv
PA,2019,345780.0,5249732.0,https://data.bls.gov/cew/data/api/2019/a/area/42000.csv
PA,2020,348195.0,4829417.0,https://data.bls.gov/cew/data/api/2020/a/area/42000.csv
PA,2021,356333.0,4998653.0,https://data.bls.gov/cew/data/api/2021/a/area/42000.csv
PA,2022,371182.0,5210459.0,https://data.bls.gov/cew/data/api/2022/a/area/42000.csv
PA,2023,372887.0,5301444.0,https://data.bls.gov/cew/data/api/2023/a/area/42000.csv
PA,2024,375291.0,5345984.0,https://data.bls.gov/cew/data/api/2024/a/area/42000.csv
RI,2017,36649.0,417997.0,https://data.bls.gov/cew/data/api/2017/a/area/44000.csv
RI,2018,37304.0,421767.0,https://data.bls.gov/cew/data/api/2018/a/area/44000.csv
RI,2019,38149.0,424477.0,https://data.bls.gov/cew/data/api/2019/a/area/44000.csv
RI,2020,39249.0,384927.0,https://data.bls.gov/cew/data/api/2020/a/area/44000.csv
RI,2021,42220.0,404284.0,https://data.bls.gov/cew/data/api/2021/a/area/44000.csv
RI,2022,45438.0,420969.0,https://data.bls.gov/cew/data/api/2022/a/area/44000.csv
RI,2023,47475.0,427171.0,https://data.bls.gov/cew/data/api/2023/a/area/44000.csv
RI,2024,48281.0,433425.0,https://data.bls.gov/cew/data/api/2024/a/area/44000.csv
SC,2017,124941.0,1688066.0,https://data.bls.gov/cew/data/api/2017/a/area/45000.csv
SC,2018,128358.0,1743243.0,https://data.bls.gov/cew/data/api/2018/a/area/45000.csv
SC,2019,136498.0,1774305.0,https://data.bls.gov/cew/data/api/2019/a/area/45000.csv
SC,2020,141701.0,1677040.0,https://data.bls.gov/cew/data/api/2020/a/area/45000.csv
SC,2021,148172.0,1747288.0,https://data.bls.gov/cew/data/api/2021/a/area/45000.csv
SC,2022,162148.0,1833574.0,https://data.bls.gov/cew/data/api/2022/a/area/45000.csv
SC,2023,173406.0,1887022.0,https://data.bls.gov/cew/data/api/2023/a/area/45000.csv
SC,2024,186229.0,1918314.0,https://data.bls.gov/cew/data/api/2024/a/area/45000.csv
SD,2017,30860.0,348925.0,https://data.bls.gov/cew/data/api/2017/a/area/46000.csv
SD,2018,31286.0,352997.0,https://data.bls.gov/cew/data/api/2018/a/area/46000.csv
SD,2019,31774.0,355442.0,https://data.bls.gov/cew/data/api/2019/a/area/46000.csv
SD,2020,32502.0,344581.0,https://data.bls.gov/cew/data/api/2020/a/area/46000.csv
SD,2021,34119.0,356870.0,https://data.bls.gov/cew/data/api/2021/a/area/46000.csv
SD,2022,36373.0,368476.0,https://data.bls.gov/cew/data/api/2022/a/area/46000.csv
SD,2023,37321.0,376993.0,https://data.bls.gov/cew/data/api/2023/a/area/46000.csv
SD,2024,37934.0,381950.0,https://data.bls.gov/cew/data/api/2024/a/area/46000.csv
TN,2017,152583.0,2519935.0,https://data.bls.gov/cew/data/api/2017/a/area/47000.csv
TN,2018,157381.0,2560978.0,https://data.bls.gov/cew/data/api/2018/a/area/47000.csv
TN,2019,161998.0,2614349.0,https://data.bls.gov/cew/data/api/2019/a/area/47000.csv
TN,2020,168073.0,2502249.0,https://data.bls.gov/cew/data/api/2020/a/area/47000.csv
TN,2021,180919.0,2604555.0,https://data.bls.gov/cew/data/api/2021/a/area/47000.csv
TN,2022,197747.0,2741025.0,https://data.bls.gov/cew/data/api/2022/a/area/47000.csv
TN,2023,215424.0,2810600.0,https://data.bls.gov/cew/data/api/2023/a/area/47000.csv
TN,2024,222670.0,2838835.0,https://data.bls.gov/cew/data/api/2024/a/area/47000.csv
TX,2017,660399.0,10151376.0,https://data.bls.gov/cew/data/api/2017/a/area/48000.csv
TX,2018,678492.0,10429485.0,https://data.bls.gov/cew/data/api/2018/a/area/48000.csv
TX,2019,698138.0,10694544.0,https://data.bls.gov/cew/data/api/2019/a/area/48000.csv
TX,2020,720066.0,10184330.0,https://data.bls.gov/cew/data/api/2020/a/area/48000.csv
TX,2021,752347.0,10641008.0,https://data.bls.gov/cew/data/api/2021/a/area/48000.csv
TX,2022,788032.0,11337527.0,https://data.bls.gov/cew/data/api/2022/a/area/48000.csv
TX,2023,814653.0,11729639.0,https://data.bls.gov/cew/data/api/2023/a/area/48000.csv
TX,2024,829105.0,11910861.0,https://data.bls.gov/cew/data/api/2024/a/area/48000.csv
UT,2017,95389.0,1202475.0,https://data.bls.gov/cew/data/api/2017/a/area/49000.csv
UT,2018,99566.0,1247220.0,https://data.bls.gov/cew/data/api/2018/a/area/49000.csv
UT,2019,104054.0,1284151.0,https://data.bls.gov/cew/data/api/2019/a/area/49000.csv
UT,2020,108976.0,1269695.0,https://data.bls.gov/cew/data/api/2020/a/area/49000.csv
UT,2021,117427.0,1344172.0,https://data.bls.gov/cew/data/api/2021/a/area/49000.csv
UT,2022,128186.0,1407806.0,https://data.bls.gov/cew/data/api/2022/a/area/49000.csv
UT,2023,131617.0,1437279.0,https://data.bls.gov/cew/data/api/2023/a/area/49000.csv
UT,2024,135539.0,1451665.0,https://data.bls.gov/cew/data/api/2024/a/area/49000.csv
VA,2017,262446.0,3140917.0,https://data.bls.gov/cew/data/api/2017/a/area/51000.csv
VA,2018,270687.0,3188362.0,https://data.bls.gov/cew/data/api/2018/a/area/51000.csv
VA,2019,272258.0,3227013.0,https://data.bls.gov/cew/data/api/2019/a/area/51000.csv
VA,2020,275070.0,3050133.0,https://data.bls.gov/cew/data/api/2020/a/area/51000.csv
VA,2021,289340.0,3147453.0,https://data.bls.gov/cew/data/api/2021/a/area/51000.csv
VA,2022,319638.0,3258793.0,https://data.bls.gov/cew/data/api/2022/a/area/51000.csv
VA,2023,312152.0,3332239.0,https://data.bls.gov/cew/data/api/2023/a/area/51000.csv
VA,2024,308528.0,3369001.0,https://data.bls.gov/cew/data/api/2024/a/area/51000.csv
VT,2017,24034.0,256446.0,https://data.bls.gov/cew/data/api/2017/a/area/50000.csv
VT,2018,24173.0,257141.0,https://data.bls.gov/cew/data/api/2018/a/area/50000.csv
VT,2019,24523.0,257280.0,https://data.bls.gov/cew/data/api/2019/a/area/50000.csv
VT,2020,24900.0,232551.0,https://data.bls.gov/cew/data/api/2020/a/area/50000.csv
VT,2021,26479.0,241494.0,https://data.bls.gov/cew/data/api/2021/a/area/50000.csv
VT,2022,28549.0,250086.0,https://data.bls.gov/cew/data/api/2022/a/area/50000.csv
VT,2023,29935.0,254464.0,https://data.bls.gov/cew/data/api/2023/a/area/50000.csv
VT,2024,30789.0,255878.0,https://data.bls.gov/cew/data/api/2024/a/area/50000.csv
WA,2017,237316.0,2735142.0,https://data.bls.gov/cew/data/api/2017/a/area/53000.csv
WA,2018,244223.0,2810692.0,https://data.bls.gov/cew/data/api/2018/a/area/53000.csv
WA,2019,248576.0,2871805.0,https://data.bls.gov/cew/data/api/2019/a/area/53000.csv
WA,2020,263926.0,2709844.0,https://data.bls.gov/cew/data/api/2020/a/area/53000.csv
WA,2021,267872.0,2805472.0,https://data.bls.gov/cew/data/api/2021/a/area/53000.csv
WA,2022,252068.0,2955687.0,https://data.bls.gov/cew/data/api/2022/a/area/53000.csv
WA,2023,224177.0,3003089.0,https://data.bls.gov/cew/data/api/2023/a/area/53000.csv
WA,2024,232529.0,3003097.0,https://data.bls.gov/cew/data/api/2024/a/area/53000.csv
WI,2017,164288.0,2473083.0,https://data.bls.gov/cew/data/api/2017/a/area/55000.csv
WI,2018,167652.0,2497801.0,https://data.bls.gov/cew/data/api/2018/a/area/55000.csv
WI,2019,168741.0,2506971.0,https://data.bls.gov/cew/data/api/2019/a/area/55000.csv
WI,2020,170628.0,2365625.0,https://data.bls.gov/cew/data/api/2020/a/area/55000.csv
WI,2021,178272.0,2433229.0,https://data.bls.gov/cew/data/api/2021/a/area/55000.csv
WI,2022,189729.0,2505934.0,https://data.bls.gov/cew/data/api/2022/a/area/55000.csv
WI,2023,191651.0,2545041.0,https://data.bls.gov/cew/data/api/2023/a/area/55000.csv
WI,2024,195879.0,2557800.0,https://data.bls.gov/cew/data/api/2024/a/area/55000.csv
WV,2017,46332.0,547549.0,https://data.bls.gov/cew/data/api/2017/a/area/54000.csv
WV,2018,47091.0,559118.0,https://data.bls.gov/cew/data/api/2018/a/area/54000.csv
WV,2019,46961.0,553809.0,https://data.bls.gov/cew/data/api/2019/a/area/54000.csv
WV,2020,47373.0,509884.0,https://data.bls.gov/cew/data/api/2020/a/area/54000.csv
WV,2021,49486.0,525060.0,https://data.bls.gov/cew/data/api/2021/a/area/54000.csv
WV,2022,51829.0,539694.0,https://data.bls.gov/cew/data/api/2022/a/area/54000.csv
WV,2023,55339.0,551378.0,https://data.bls.gov/cew/data/api/2023/a/area/54000.csv
WV,2024,57789.0,559911.0,https://data.bls.gov/cew/data/api/2024/a/area/54000.csv
WY,2017,24622.0,203816.0,https://data.bls.gov/cew/data/api/2017/a/area/56000.csv
WY,2018,24873.0,207335.0,https://data.bls.gov/cew/data/api/2018/a/area/56000.csv
WY,2019,25256.0,211746.0,https://data.bls.gov/cew/data/api/2019/a/area/56000.csv
WY,2020,25827.0,196823.0,https://data.bls.gov/cew/data/api/2020/a/area/56000.csv
WY,2021,26768.0,201580.0,https://data.bls.gov/cew/data/api/2021/a/area/56000.csv
WY,2022,28130.0,208246.0,https://data.bls.gov/cew/data/api/2022/a/area/56000.csv
WY,2023,28690.0,213529.0,https://data.bls.gov/cew/data/api/2023/a/area/56000.csv
WY,2024,29070.0,214502.0,https://data.bls.gov/cew/data/api/2024/a/area/56000.csv
