spec,coef,se,ci_lo,ci_hi,n_obs,outcome,pval
CS: not-yet-treated (rate_susb_all),2.902516619257188,0.6444704822580347,1.8808841464248176,3.9241490920895585,,new_401k_per_1000_firms,
CS: never-treated (rate_susb_all),2.965374955065668,0.6207268381194028,1.9036320152097694,4.027117894921567,,new_401k_per_1000_firms,
TWFE biased (rate_susb_all),3.7629568419774007,0.8376375474213613,2.121217416933071,5.4046962670217304,408.0,new_401k_per_1000_firms,7.044318768990242e-06
CS: not-yet-treated (rate_susb_5plus),7.831288905227307,1.7021616139805031,5.024573348328237,10.638004462126379,,new_401k_per_1000_firms_5plus,
CS: never-treated (rate_susb_5plus),7.993514842917929,1.6634860706706738,5.105338688842879,10.881690996992978,,new_401k_per_1000_firms_5plus,
TWFE biased (rate_susb_5plus),9.80780312579444,2.3233186735143954,5.254182201096852,14.361424050492026,408.0,new_401k_per_1000_firms_5plus,2.427221214411588e-05
