cohort,ATT,std_error,lower,upper,zero_not_in_cband
2018,1.0117289687509052,0.10148263529879145,0.8064354695535818,1.2170224679482287,*
2019,3.2019402865612414,0.10541429012780157,2.9886932771391677,3.415187295983315,*
2022,2.582908630584512,0.4535751488056107,1.6653523494227889,3.500464911746235,*
2023,2.577357028642521,0.9391215014384197,0.6775685709019745,4.477145486383067,*
2024,3.187493014077863,1.5361047835776689,0.08004191935681026,6.294944108798916,*
