"cohort","estimate","std_error","ci_lo","ci_hi"
2018,1.01172896875091,0.10111632986858,0.63221410188803,1.39124383561378
2019,3.20194028656124,0.0970247466195743,2.83778215459987,3.56609841852262
2022,2.58290863058451,0.598112040208794,0.338044605120536,4.82777265604849
2023,2.57735702864252,0.915270871732566,-0.857883386832536,6.01259744411758
2024,3.18749301407786,1.47783146947999,-2.35917797481593,8.73416400297166
