state,year,new_401k_plans,new_401k_with_employees,new_esrp_plans,establishments,employment,qcew_establishments,qcew_employment,rate_per_1000_estabs,esrp_rate_per_1000_estabs,with_employees_rate_per_1000_estabs,new_401k_per_1000_qcew_establishments,esrp_rate_per_1000_qcew_estabs,with_employees_rate_per_1000_qcew_estabs,first_treatment_year,treated,event_time,cohort
CA,2019,8344,7819,9177,966224.0,15516824.0,1553101.0,15127578.0,8.635678683203896,9.497797612147908,8.09232641706271,5.372477385566039,5.908823701742514,5.034443993017839,2018.0,1,1.0,2018
CA,2020,9212,8590,10048,981369.0,15710859.0,1585267.0,13966715.0,9.38688709343784,10.238758305999069,8.753078607537022,5.811008492575699,6.338364452171149,5.4186455656996575,2018.0,1,2.0,2018
CA,2021,10705,9900,11551,998582.0,14835360.0,1620760.0,14575306.0,10.72020124536593,11.56740257685398,9.914058134434628,6.60492608405933,7.126903428021421,6.108245514450012,2018.0,1,3.0,2018
CA,2022,21503,18944,22294,1023181.0,16032440.0,1670259.0,15438555.0,21.01583199844407,21.788911248351955,18.514808230410846,12.874051269892872,13.347630517183262,11.341953553311194,2018.0,1,4.0,2018
CA,2023,12901,11255,13472,1029689.0,16405436.0,1714686.0,15459871.0,12.529025754378264,13.083562124097664,10.930484835712532,7.52382651984095,7.856832096372163,6.563883999752725,2018.0,1,5.0,2018
CA,2024,13455,9683,13863,1029689.0,16405436.0,1812802.0,15546764.0,13.067052284718978,13.463288429807447,9.403810276695197,7.422211581849535,7.647277529481984,5.341454830698554,2018.0,1,6.0,2018
CO,2017,1079,1055,1200,169842.0,2371694.0,195337.0,2197742.0,6.352963342400584,7.0653901861730315,6.211655538677124,5.52378709614666,6.143229393304903,5.400922508280561,2023.0,0,-6.0,2023
CO,2018,1163,1119,1277,172548.0,2423817.0,201763.0,2255703.0,6.7401534645432,7.400839186777012,6.485151957716114,5.764188676813886,6.329208031204929,5.546111031259447,2023.0,0,-5.0,2023
CO,2019,1272,1186,1366,174258.0,2473192.0,207575.0,2308134.0,7.29952139930448,7.838951439819119,6.806000298408108,6.1279055762977235,6.580753944357461,5.713597494881369,2023.0,0,-4.0,2023
CO,2020,1291,1199,1422,175965.0,2510726.0,215069.0,2182001.0,7.336686272838349,8.081152501917995,6.81385502798852,6.002724706954512,6.611831551734559,5.574955014437227,2023.0,0,-3.0,2023
CO,2021,1502,1355,1610,179827.0,2416632.0,226013.0,2278967.0,8.352472098183254,8.953049319623862,7.535019769000206,6.645635428050599,7.123484047377806,5.995230362855234,2023.0,0,-2.0,2023
CO,2022,1865,1623,1946,181963.0,2481196.0,241934.0,2384337.0,10.249336403554569,10.694481845210289,8.919395701323895,7.708713946778874,8.043516000231469,6.708441145105691,2023.0,0,-1.0,2023
CO,2023,3116,2760,3216,182486.0,2566040.0,254977.0,2432875.0,17.075282487423692,17.62326973028068,15.124447902852822,12.220710103264215,12.612902340211079,10.824505739733388,2023.0,1,0.0,2023
CO,2024,2023,1426,2121,182486.0,2566040.0,246252.0,2436000.0,11.085781922996834,11.62280942099668,7.814298083140623,8.215161704270422,8.613128015203937,5.790815912155028,2023.0,1,1.0,2023
CT,2017,611,589,659,89574.0,1536858.0,115224.0,1442388.0,6.8211757876169425,7.357045571259517,6.575568803447429,5.302714712212733,5.7192945914045685,5.111782267583143,2022.0,0,-5.0,2022
CT,2018,594,570,665,89054.0,1528867.0,117513.0,1449072.0,6.670110270173153,7.467379342870617,6.400610865317673,5.054759898904802,5.658948371669518,4.850527175716729,2022.0,0,-4.0,2022
CT,2019,645,620,704,88916.0,1538341.0,119643.0,1445817.0,7.25403751855684,7.917585136533357,6.972873273651537,5.391038339058699,5.8841720786005025,5.182083364676579,2022.0,0,-3.0,2022
CT,2020,597,563,680,88060.0,1551590.0,121578.0,1332441.0,6.779468544174426,7.722007722007723,6.393368158074041,4.910427873463949,5.593117175804833,4.630772014673708,2022.0,0,-2.0,2022
CT,2021,639,598,706,88509.0,1442204.0,127723.0,1378867.0,7.219604785953971,7.976589951304387,6.756375057903716,5.0030143357108745,5.527587043837054,4.682007156111272,2022.0,0,-1.0,2022
CT,2022,774,674,824,89293.0,1508634.0,136171.0,1426728.0,8.668092683637015,9.228046991365504,7.548184068180037,5.684029639203649,6.051215016413186,4.949658884784572,2022.0,1,0.0,2022
CT,2023,1305,1163,1359,89234.0,1536698.0,143973.0,1448352.0,14.624470493309726,15.229620996481163,13.033148799784835,9.064199537413264,9.439269863099332,8.07790349579435,2022.0,1,1.0,2022
CT,2024,819,601,863,89234.0,1536698.0,145501.0,1459801.0,9.178115964766793,9.671201559943519,6.735100970482104,5.628827293283208,5.931230713190975,4.13055580374018,2022.0,1,2.0,2022
DC,2017,232,224,259,23585.0,527004.0,39565.0,524773.0,9.836760652957388,10.981556073775705,9.497562009751961,5.863768482244407,6.5461898142297485,5.661569569063566,inf,0,,0
DC,2018,233,229,255,23751.0,539557.0,39325.0,534661.0,9.81011325838912,10.736390046734876,9.641699296871712,5.924984106802289,6.484424666242848,5.823267641449459,inf,0,,0
DC,2019,241,227,260,23993.0,528826.0,40332.0,539540.0,10.044596340599341,10.836493977410077,9.461092818738798,5.9754041455915905,6.446494098978479,5.628285232569672,inf,0,,0
DC,2020,256,237,282,24083.0,543174.0,42139.0,487302.0,10.629904912178715,11.709504629821865,9.840966656977951,6.075132300244428,6.692137924488004,5.6242435748356625,inf,0,,0
DC,2021,304,276,331,24089.0,483307.0,43992.0,485599.0,12.619867989538793,13.740711528083358,11.457511727344432,6.91034733587925,7.5240952900527365,6.2738679759956355,inf,0,,0
DC,2022,284,234,313,23874.0,527355.0,48172.0,514487.0,11.895786210940772,13.11049677473402,9.801457652676552,5.895540978161588,6.497550444241468,4.857593622851449,inf,0,,0
DC,2023,291,261,303,23801.0,558653.0,51124.0,525559.0,12.226377042981388,12.730557539599175,10.965925801436915,5.692042876144276,5.926766293717236,5.105234332211877,inf,0,,0
DC,2024,299,194,319,23801.0,558653.0,51860.0,524284.0,12.562497374059914,13.402798201756228,8.150918028654258,5.765522560740456,6.151176243733127,3.740840725028924,inf,0,,0
DE,2017,180,170,201,25452.0,400714.0,31370.0,379223.0,7.072135785007072,7.897218293257897,6.679239352506679,5.737966209754543,6.407395600892572,5.419190309212623,2024.0,0,-7.0,2024
DE,2018,196,189,217,25771.0,405809.0,32559.0,384332.0,7.605447984168251,8.420317411043422,7.3338248418765275,6.019840904204675,6.664823858226604,5.804846586197365,2024.0,0,-6.0,2024
