state,year,new_401k_plans,new_401k_with_employees,new_esrp_plans,establishments,employment,qcew_establishments,qcew_employment,rate_per_1000_estabs,esrp_rate_per_1000_estabs,with_employees_rate_per_1000_estabs,new_401k_per_1000_qcew_establishments,esrp_rate_per_1000_qcew_estabs,with_employees_rate_per_1000_qcew_estabs,first_treatment_year,treated,event_time,cohort
DE,2019,217,202,230,26142.0,413410.0,33827.0,389170.0,8.300818606074516,8.798102670032897,7.727029301507153,6.414993939752269,6.799302332456322,5.971561178939901,2024.0,0,-5.0,2024
DE,2020,286,254,294,27472.0,422044.0,34647.0,364179.0,10.410599883517763,10.701805474665113,9.245777518928364,8.254682945132334,8.485583167373798,7.331082056166479,2024.0,0,-4.0,2024
DE,2021,314,274,334,28553.0,408714.0,36097.0,375307.0,10.997093125065668,11.697544916471124,9.596189542254756,8.698783832451449,9.252846496938803,7.590658503476743,2024.0,0,-3.0,2024
DE,2022,428,353,442,29195.0,424303.0,40175.0,392082.0,14.660044528172634,15.139578694982017,12.091111491693782,10.653391412570006,11.001866832607343,8.78655880522713,2024.0,0,-2.0,2024
DE,2023,419,353,434,29706.0,457635.0,42927.0,404157.0,14.104894634080658,14.609843129334141,11.883121254965326,9.760756633354298,10.110187061756005,8.223262748386796,2024.0,0,-1.0,2024
DE,2024,606,387,618,29706.0,457635.0,45178.0,409731.0,20.39991920824076,20.803878004443547,13.02767117753989,13.413608393465845,13.67922440125725,8.566116251272742,2024.0,1,0.0,2024
FL,2017,2871,2779,3269,557308.0,8385577.0,667411.0,7437388.0,5.151549950835086,5.865697244611597,4.986470676896797,4.301697155126302,4.898031347999958,4.163851060291185,inf,0,,0
FL,2018,3343,3254,3678,566894.0,8669611.0,684528.0,7635037.0,5.897046008601255,6.487985408206825,5.740050168109029,4.883657060047215,5.3730453684874835,4.753640464670546,inf,0,,0
FL,2019,3402,3249,3707,574512.0,8860042.0,711804.0,7808474.0,5.921547330604061,6.452432673294901,5.655234355418164,4.779405566700946,5.207894307983659,4.56445875550011,inf,0,,0
FL,2020,3291,3102,3598,591046.0,9084079.0,740522.0,7389890.0,5.568094530713346,6.0875126470697705,5.248322465594895,4.4441623611452465,4.858734784381828,4.188936993094061,inf,0,,0
FL,2021,3954,3672,4294,616961.0,8877389.0,792325.0,7811760.0,6.4088329732349365,6.959921291621351,5.951753838573264,4.9903764238159845,5.419493263496672,4.634461868551415,inf,0,,0
FL,2022,4287,3814,4740,633353.0,9628867.0,845932.0,8308654.0,6.768737181319107,7.483978129100201,6.02191826674856,5.067783226074909,5.603287261860292,4.508636628003196,inf,0,,0
FL,2023,4623,4159,5031,645575.0,9988508.0,873215.0,8599846.0,7.161057971575727,7.79305270495295,6.442318863029083,5.294228798176852,5.761467679781039,4.762859089685817,inf,0,,0
FL,2024,4732,3587,5105,645575.0,9988508.0,876034.0,8729175.0,7.32989970181621,7.9076792007125425,5.556287030941409,5.401616832223407,5.827399393174238,4.09458993600705,inf,0,,0
GA,2017,1246,1199,1467,233500.0,3888928.0,265558.0,3699460.0,5.3361884368308345,6.282655246252677,5.134903640256959,4.69200701918225,5.524216931894351,4.515021200641668,inf,0,,0
GA,2018,1330,1288,1533,235847.0,3975657.0,270541.0,3777824.0,5.639249174252799,6.499976679796648,5.461167621381658,4.916075567104432,5.66642394313616,4.7608310755116605,inf,0,,0
GA,2019,1347,1285,2964,239034.0,4040559.0,280279.0,3859728.0,5.635181605964005,12.39990963628605,5.375804278889196,4.805925524209805,10.575176877325807,4.58471737090542,inf,0,,0
GA,2020,1467,1375,2935,244668.0,4107151.0,301221.0,3663623.0,5.995880131443425,11.995847434073928,5.6198603822322495,4.870178374017748,9.743676569694676,4.564754781373145,inf,0,,0
GA,2021,1555,1436,2604,253729.0,4034309.0,328364.0,3838969.0,6.128586011059044,10.262918310480869,5.6595816796661005,4.735598299448173,7.930223776053404,4.373195600004873,inf,0,,0
GA,2022,1785,1591,2466,258377.0,4249362.0,370748.0,4062791.0,6.908509658367424,9.544193175089115,6.157668832752141,4.8145910429725856,6.651418213989016,4.291324565473043,inf,0,,0
GA,2023,1751,1551,2435,261320.0,4405730.0,378556.0,4147694.0,6.700596969233124,9.318077452931272,5.9352517985611515,4.625471528650979,6.432337619797335,4.097148110187132,inf,0,,0
GA,2024,1773,1313,2266,261320.0,4405730.0,383400.0,4183693.0,6.784784938007041,8.671360783713455,5.024491045461503,4.624413145539907,5.910276473656755,3.424621804903495,inf,0,,0
HI,2017,150,145,176,32800.0,544056.0,39172.0,531863.0,4.573170731707317,5.365853658536586,4.420731707317072,3.8292658021035435,4.493005207801491,3.7016236087000918,inf,0,,0
HI,2018,141,138,161,32952.0,551681.0,40274.0,536370.0,4.278951201747997,4.885894634620054,4.187909686817188,3.5010180265183495,3.997616328152158,3.426528281273278,inf,0,,0
HI,2019,137,134,161,32889.0,553206.0,42128.0,536507.0,4.165526467815988,4.895253732250905,4.0743105597616225,3.2519939232814283,3.821686289403722,3.1807823775161412,inf,0,,0
HI,2020,154,149,173,32627.0,549375.0,43885.0,442656.0,4.720017163698777,5.3023569436356395,4.566769853189077,3.509171698758118,3.9421214537997034,3.395237552694543,inf,0,,0
HI,2021,192,182,206,32488.0,469179.0,46101.0,470907.0,5.9098744151686775,6.340802757941394,5.602068456045309,4.164768660115833,4.4684497082492785,3.9478536257347994,inf,0,,0
HI,2022,170,157,185,32863.0,507390.0,50348.0,501744.0,5.172990901621884,5.6294312752944045,4.777409244439035,3.3764995630412327,3.674425995074283,3.118296655279256,inf,0,,0
HI,2023,186,163,200,32911.0,520043.0,54727.0,513450.0,5.651605846069703,6.076995533408283,4.95275135972775,3.39868803332907,3.654503261644161,2.978420158239991,inf,0,,0
HI,2024,313,223,316,32911.0,520043.0,57568.0,516956.0,9.510498009783962,9.601652942785087,6.775850019750235,5.4370483602001105,5.489160644802667,3.873679822123402,inf,0,,0
IA,2017,305,295,318,82685.0,1353681.0,95401.0,1301192.0,3.6886980709923205,3.8459212674608456,3.567757150631916,3.197031477657467,3.333298393098605,3.0922107734719764,inf,0,,0
IA,2018,288,285,312,82894.0,1364250.0,96660.0,1309819.0,3.474316597099911,3.76384298019157,3.4381257992134535,2.97951582867784,3.2278088144009933,2.9484792054624456,inf,0,,0
IA,2019,271,259,293,82770.0,1380747.0,97987.0,1312038.0,3.2741331400265796,3.5399299263018005,3.1291530747855503,2.7656729974384353,2.990192576566279,2.643207772459612,inf,0,,0
IA,2020,249,238,283,82440.0,1390551.0,98782.0,1242572.0,3.02037845705968,3.432799611838913,2.8869480834546337,2.520702152213966,2.864894413962058,2.4093458322366423,inf,0,,0
IA,2021,336,315,370,82997.0,1352146.0,100418.0,1269438.0,4.048339096593852,4.457992457558707,3.7953179030567368,3.3460136628891233,3.6845983787767134,3.1368878089585532,inf,0,,0
IA,2022,396,373,422,83560.0,1386299.0,104388.0,1297333.0,4.739109621828626,5.050263283867879,4.463858305409286,3.793539487297391,4.0426102617159065,3.5732076483887036,inf,0,,0
IA,2023,373,333,399,83321.0,1415652.0,104709.0,1312629.0,4.476662546056816,4.7887087288918755,3.9965914955413404,3.5622534834636945,3.810560696788242,3.1802423860413147,inf,0,,0
IA,2024,334,242,350,83321.0,1415652.0,105436.0,1315014.0,4.008593271804227,4.200621692010418,2.9044298556186314,3.1677984749042074,3.319549300049319,2.295231230319815,inf,0,,0
ID,2017,214,205,241,47574.0,578134.0,58421.0,589307.0,4.498255349560685,5.065792239458528,4.309076386261403,3.6630663631228493,4.125228941647696,3.5090121702812347,inf,0,,0
ID,2018,227,219,247,49267.0,597765.0,60875.0,611396.0,4.6075466336492985,5.013497878904744,4.445166135547121,3.7289527720739217,4.057494866529774,3.597535934291581,inf,0,,0
ID,2019,210,202,233,50547.0,616778.0,60643.0,631444.0,4.154549231408392,4.609571290086453,3.9962806892595006,3.4628893689296376,3.842158204574312,3.330969773922794,inf,0,,0
ID,2020,258,244,286,51957.0,637810.0,66608.0,629623.0,4.965644667705988,5.504551840945397,4.696191081086283,3.8734085995676195,4.29377852510209,3.6632236368003843,inf,0,,0
ID,2021,363,340,395,54864.0,645239.0,75772.0,670723.0,6.616360454943131,7.199620880723243,6.197142023913678,4.790687853032782,5.2130074433827795,4.487145647468721,inf,0,,0
ID,2022,371,321,388,57209.0,689589.0,84171.0,699084.0,6.484993619884984,6.782149661766506,5.611005261409917,4.40769386130615,4.609663660880826,3.813665039027694,inf,0,,0
ID,2023,310,266,330,58100.0,709721.0,90972.0,717715.0,5.335628227194492,5.679862306368331,4.578313253012048,3.4076419117970365,3.6274897770742647,2.923976608187134,inf,0,,0
ID,2024,348,236,366,58100.0,709721.0,99957.0,734589.0,5.989672977624784,6.29948364888124,4.061962134251291,3.4814970437288033,3.6615744770251206,2.361015236551717,inf,0,,0
IL,2017,1490,1426,1710,321135.0,5497629.0,353360.0,5153355.0,4.6397932333753715,5.324863375216031,4.440500101203543,4.216662893366538,4.839257414534752,4.035544487208512,2018.0,0,-1.0,2018
IL,2018,1495,1445,1661,320965.0,5524630.0,358529.0,5193821.0,4.657828735220351,5.1750190830775935,4.502048509962146,4.169816109714974,4.632819102499379,4.0303573769485865,2018.0,1,0.0,2018
IL,2019,1824,1733,1995,320417.0,5530388.0,365816.0,5211856.0,5.692581854271153,6.226261403109073,5.408576948164423,4.986113237255888,5.453561353248627,4.7373542983357755,2018.0,1,1.0,2018
IL,2020,1586,1500,1837,318689.0,5545538.0,368119.0,4822542.0,4.976638666536968,5.764240372275165,4.706783102021093,4.308389406686425,4.990234136243986,4.07476930014479,2018.0,1,2.0,2018
IL,2021,1851,1688,2085,320795.0,5270871.0,378265.0,4948150.0,5.770040056734051,6.499477859692327,5.261927399117816,4.8933948422402285,5.512008776915655,4.462480007402218,2018.0,1,3.0,2018
IL,2022,2196,1966,2348,322349.0,5533883.0,387675.0,5161095.0,6.812492050541493,7.284030662418683,6.098979677306273,5.6645385954730125,6.0566195911523835,5.071258141484491,2018.0,1,4.0,2018
IL,2023,3121,2816,3264,322415.0,5661761.0,390497.0,5235077.0,9.680070716312827,10.123598467813222,8.734084952623173,7.992378942731954,8.35857893914678,7.211323006322711,2018.0,1,5.0,2018
IL,2024,2829,2167,2962,322415.0,5661761.0,387954.0,5236228.0,8.774405657305026,9.186917482127072,6.721151311198301,7.292101640916191,7.634925790171,5.585713770189249,2018.0,1,6.0,2018
IN,2017,617,597,760,148377.0,2779124.0,159129.0,2627391.0,4.158326425254588,5.122087655094792,4.023534644857357,3.877357364151097,4.775999346442195,3.7516731708236715,inf,0,,0
IN,2018,584,573,683,148304.0,2816081.0,162027.0,2659130.0,3.9378573740425074,4.605405113820261,3.8636854029560905,3.6043375486801583,4.215346824911897,3.5364476290988542,inf,0,,0
IN,2019,587,571,774,148917.0,2834056.0,163270.0,2685388.0,3.941793079366359,5.19752613872157,3.8343506785659125,3.595271635940467,4.740613707355914,3.4972744533594655,inf,0,,0
IN,2020,586,545,1087,148724.0,2821903.0,166967.0,2535558.0,3.9401845028374707,7.308840536833329,3.664506064925634,3.509675564632532,6.5102684961699016,3.2641180592572185,inf,0,,0
IN,2021,748,689,1304,150912.0,2754576.0,173054.0,2631157.0,4.956530958439355,8.640797285835452,4.565574639525021,4.322350249055208,7.535220220278064,3.9814162053463082,inf,0,,0
IN,2022,766,697,1096,153748.0,2875908.0,180517.0,2733492.0,4.982178629965918,7.128548013632698,4.533392304290137,4.243367660663538,6.071450334317543,3.8611321925358832,inf,0,,0
IN,2023,805,727,1043,155692.0,2924989.0,184108.0,2767985.0,5.170464763764355,6.6991239113120775,4.669475631374765,4.372433571599278,5.665153062332978,3.9487692006865536,inf,0,,0
IN,2024,845,648,1047,155692.0,2924989.0,186716.0,2780349.0,5.427382267553888,6.724815661691031,4.162063561390437,4.52558966558838,5.6074466033976735,3.470511364853574,inf,0,,0
KS,2017,281,269,331,74947.0,1199162.0,83794.0,1129926.0,3.7493161834362954,4.41645429436802,3.589203036812681,3.353462061722796,3.9501634961930447,3.210253717449937,inf,0,,0
KS,2018,316,311,348,74559.0,1203434.0,83788.0,1139242.0,4.238254268431712,4.667444574095682,4.171193283171716,3.7714231154819307,4.15333938034086,3.711748699097723,inf,0,,0
KS,2019,291,274,328,74292.0,1209318.0,82580.0,1147159.0,3.9169762558552734,4.415011037527594,3.6881494642761,3.5238556551223055,3.9719060305158633,3.3179946718333735,inf,0,,0
KS,2020,287,279,355,73982.0,1207003.0,82704.0,1091219.0,3.8793219972425725,4.798464491362764,3.771187586169609,3.4702070032888375,4.292416328109886,3.373476494486361,inf,0,,0
KS,2021,371,338,439,75057.0,1188432.0,85261.0,1114826.0,4.942910055024847,5.848888178317812,4.5032442010738505,4.35134469452622,5.14889574365771,3.964297861859467,inf,0,,0
KS,2022,403,362,435,75991.0,1225232.0,88348.0,1151446.0,5.303259596531168,5.724362095511311,4.76372201971286,4.5615067686874635,4.923710780096889,4.097432879069136,inf,0,,0
KS,2023,375,337,407,76139.0,1248825.0,91548.0,1174143.0,4.925202589999868,5.3454865443465245,4.426115394213215,4.096211823305807,4.445755232227903,3.681129025210818,inf,0,,0
KS,2024,353,266,372,76139.0,1248825.0,94959.0,1182582.0,4.636257371386543,4.88580096927987,3.4936103705065737,3.717393822597121,3.9174801756547564,2.8012089428068956,inf,0,,0
KY,2017,348,343,398,91241.0,1625006.0,115652.0,1580021.0,3.8140748128582542,4.362074067579268,3.759274887386153,3.009027081243731,3.441358558433923,2.965793933524712,inf,0,,0
KY,2018,298,290,346,91079.0,1642234.0,116519.0,1592256.0,3.271884847220545,3.7988998561688203,3.1840490123958323,2.55752280743913,2.9694727898454327,2.4888644770380797,inf,0,,0
KY,2019,336,323,591,91219.0,1666637.0,117176.0,1606510.0,3.6834431423278047,6.478913384273013,3.540928973130598,2.8674813955076126,5.043694954598211,2.756537174848092,inf,0,,0
KY,2020,306,288,1502,90922.0,1666427.0,121622.0,1511919.0,3.3655220958623877,16.519654209102306,3.1675502078704825,2.515992172468797,12.349739356366447,2.367992632911809,inf,0,,0
KY,2021,336,319,1177,92130.0,1617040.0,128238.0,1580042.0,3.6470205144903938,12.775426028438076,3.4624986432215348,2.620128199129743,9.178246697546749,2.487562189054726,inf,0,,0
KY,2022,376,342,1006,93549.0,1667694.0,137021.0,1640191.0,4.01928401158751,10.75372264802403,3.6558381169226823,2.744104918224214,7.341940286525423,2.4959677713635138,inf,0,,0
KY,2023,394,349,1013,94402.0,1708602.0,146057.0,1680021.0,4.17364038897481,10.730704857947925,3.6969555729751487,2.6975769733734087,6.935648411236709,2.389478080475431,inf,0,,0
KY,2024,375,278,1068,94402.0,1708602.0,152232.0,1693939.0,3.9723734666638415,11.313319633058622,2.944852863286795,2.463345420148195,7.015607756582059,1.8261600714698618,inf,0,,0
LA,2017,354,341,401,106599.0,1688674.0,124638.0,1598324.0,3.3208566684490477,3.7617613673674235,3.198904304918433,2.840225292446926,3.217317351048637,2.735923233684751,inf,0,,0
LA,2018,387,377,431,106359.0,1691552.0,126194.0,1612079.0,3.6386201449806785,4.05231339143843,3.544598952603917,3.0667068164888978,3.415376325340349,2.9874637462953864,inf,0,,0
LA,2019,381,362,425,106302.0,1719561.0,128870.0,1612743.0,3.5841282384150817,3.998043310568004,3.405392184530865,2.956467758205944,3.297897105610305,2.809032358190424,inf,0,,0
LA,2020,348,333,384,106230.0,1703353.0,132434.0,1479871.0,3.275910759672409,3.61479807963852,3.1347077096865292,2.6277239983689986,2.899557515441654,2.5144600329220594,inf,0,,0
LA,2021,444,417,475,107464.0,1592665.0,137287.0,1520908.0,4.131616169135711,4.42008486562942,3.880369239931512,3.234100825278431,3.459905162178502,3.037432531849338,inf,0,,0
LA,2022,489,445,524,108161.0,1644036.0,143196.0,1571606.0,4.521038082118324,4.844629764887529,4.11423710949418,3.41489985753792,3.6593200927400207,3.107628704712422,inf,0,,0
LA,2023,498,434,526,108561.0,1697330.0,148103.0,1594324.0,4.587282725840772,4.845202236530614,3.9977524156925597,3.3625247294112883,3.5515823447195536,2.9303930372781104,inf,0,,0
LA,2024,468,354,496,108561.0,1697330.0,149265.0,1615842.0,4.3109403929587975,4.56885990364864,3.2608395280072955,3.1353632800723545,3.322949117341641,2.3716209426188324,inf,0,,0
MA,2017,1629,1559,1731,179828.0,3316716.0,245399.0,3115338.0,9.058656049113598,9.625864715172275,8.669395199857643,6.638168859693804,7.05381847521791,6.35291912354981,inf,0,,0
MA,2018,1812,1759,1910,180307.0,3323852.0,249913.0,3156298.0,10.049526640673962,10.593044085920125,9.755583532530629,7.25052318206736,7.642659645556654,7.038449380384374,inf,0,,0
MA,2019,1807,1698,1900,181061.0,3386372.0,253655.0,3204634.0,9.98006196806601,10.493701017888998,9.378054909671325,7.123849322899213,7.490489050087717,6.694131793183655,inf,0,,0
MA,2020,1756,1633,1843,179456.0,3390833.0,255460.0,2907984.0,9.78512838801712,10.269926890156919,9.099723609129814,6.873874579190479,7.214436702419166,6.392390198074063,inf,0,,0
MA,2021,1715,1573,1793,180088.0,3175568.0,269214.0,3039122.0,9.523122029230155,9.956243614233042,8.734618630891564,6.370396784714019,6.6601291166135494,5.84293535997385,inf,0,,0
MA,2022,1688,1484,1766,182919.0,3396919.0,282469.0,3168350.0,9.228128297224453,9.654546547925586,8.1128805646215,5.975876998891914,6.252013495286208,5.253673854476067,inf,0,,0
MA,2023,1633,1437,1712,183767.0,3487228.0,284573.0,3200846.0,8.886252700430436,9.31614490087992,7.819684709441848,5.738422127187049,6.016031035973195,5.0496709104518,inf,0,,0
MA,2024,1716,1210,1770,183767.0,3487228.0,276202.0,3198628.0,9.337911594573564,9.631761959437766,6.584424842327513,6.21284422270657,6.4083533066378955,4.380851695498222,inf,0,,0
MD,2017,963,941,1060,139446.0,2335479.0,168653.0,2167072.0,6.905899057699755,7.601508827789969,6.748131893349397,5.709948829845897,6.28509424676703,5.579503477554505,2022.0,0,-5.0,2022
MD,2018,961,933,1042,139497.0,2366053.0,169835.0,2188298.0,6.889037040223088,7.469694688774669,6.688315877760812,5.658433185150293,6.135366679424147,5.493567285895134,2022.0,0,-4.0,2022
MD,2019,1005,969,1094,139449.0,2380865.0,172619.0,2207512.0,7.206935869027387,7.845162030563145,6.948776972226406,5.822070571605675,6.337656920732943,5.613518789936218,2022.0,0,-3.0,2022
MD,2020,975,918,1050,139734.0,2405968.0,171263.0,2031687.0,6.9775430460732535,7.514277126540427,6.569625144918201,5.692998487706043,6.130921448298815,5.360177037655536,2022.0,0,-2.0,2022
MD,2021,1199,1107,1259,141217.0,2283019.0,173076.0,2099419.0,8.490479191598746,8.915357216199183,7.838999553878074,6.92759250271557,7.274261018280987,6.3960341121819315,2022.0,0,-1.0,2022
MD,2022,1399,1257,1455,142481.0,2436501.0,185715.0,2156462.0,9.818853040054464,10.21188790084292,8.82222892876945,7.533047949815578,7.834585251595185,6.768435506017284,2022.0,1,0.0,2022
MD,2023,1625,1451,1666,142967.0,2468367.0,186364.0,2191362.0,11.366259346562494,11.653038813152685,10.149195268838264,8.719495181472817,8.939494752205361,7.78583846665665,2022.0,1,1.0,2022
MD,2024,1662,1256,1716,142967.0,2468367.0,192176.0,2238248.0,11.6250603286073,12.002769869969994,8.785244147250765,8.64832237115977,8.929314794771459,6.535675630671884,2022.0,1,2.0,2022
ME,2017,199,198,213,41622.0,513745.0,50873.0,513363.0,4.781125366392772,5.117485944932969,4.75709961078276,3.911701688518467,4.186896782183084,3.8920448961138523,2024.0,0,-7.0,2024
ME,2018,182,175,192,41727.0,516240.0,49812.0,518990.0,4.361684281160879,4.601337263642246,4.193927193423922,3.653738055087128,3.854492893278728,3.5132096683530074,2024.0,0,-6.0,2024
ME,2019,176,168,188,41843.0,522191.0,50458.0,524449.0,4.206199364290323,4.4929856845828455,4.015008484095309,3.4880494668833486,3.725871021443577,3.3295017638431963,2024.0,0,-5.0,2024
ME,2020,173,169,184,41646.0,520969.0,51243.0,489372.0,4.154060413965326,4.418191422945781,4.0580127743360705,3.376070877973577,3.5907343442031108,3.298011435708292,2024.0,0,-4.0,2024
ME,2021,253,236,270,42519.0,504710.0,55055.0,515127.0,5.950281050824338,6.350102307203839,5.550459794444836,4.595404595404595,4.90418672236854,4.28662246844065,2024.0,0,-3.0,2024
ME,2022,246,218,260,43185.0,533151.0,58994.0,530043.0,5.696422368878083,6.020609007757323,5.048049091119602,4.169915584635726,4.407227853680035,3.6952910465471063,2024.0,0,-2.0,2024
ME,2023,295,262,310,43345.0,548469.0,60972.0,540991.0,6.80585996077979,7.151920636751644,6.044526473641712,4.8382864265564525,5.084300990618645,4.297054385619629,2024.0,0,-1.0,2024
ME,2024,471,362,483,43345.0,548469.0,62343.0,548061.0,10.866305225516207,11.14315376629369,8.351597646787404,7.554978104999759,7.747461623598479,5.8065861443947195,2024.0,1,0.0,2024
MI,2017,1192,1160,1324,222553.0,3859949.0,237389.0,3734432.0,5.356027552987379,5.949144698116854,5.212241578410536,5.021294162745535,5.577343516338162,4.886494319450353,inf,0,,0
MI,2018,1206,1168,1294,222656.0,3947891.0,240953.0,3776481.0,5.416427134233976,5.811655648174763,5.245760275941362,5.005125480902914,5.370341933904122,4.847418376197848,inf,0,,0
MI,2019,1136,1082,1263,222226.0,3978872.0,253967.0,3790764.0,5.111913097477343,5.683403382142504,4.868917228407118,4.473022085546547,4.9730870546173325,4.260396035705426,inf,0,,0
MI,2020,1108,1040,1204,221060.0,4000120.0,259470.0,3426882.0,5.0122138785849994,5.446485117162761,4.704605084592418,4.270243188037153,4.640228157397773,4.008170501406714,inf,0,,0
MI,2021,1407,1325,1505,224676.0,3768321.0,264942.0,3594670.0,6.262351118944614,6.698534778970607,5.897381117698375,5.310596281450279,5.680488559760249,5.001094579190918,inf,0,,0
MI,2022,1509,1365,1608,227870.0,3939076.0,287758.0,3749727.0,6.622196866634485,7.056655110369948,5.990257603019265,5.2439897413799095,5.58802882978058,4.743569249160753,inf,0,,0
MI,2023,1396,1222,1502,229564.0,4041074.0,315870.0,3815843.0,6.081092854280287,6.542837727169766,5.323134289348504,4.419539684047235,4.755120777535062,3.8686801532275936,inf,0,,0
MI,2024,1414,1040,1494,229564.0,4041074.0,292907.0,3824885.0,6.159502360997369,6.507989057517729,4.530327054764685,4.827470835452892,5.100595069424767,3.550615041634375,inf,0,,0
MN,2017,872,847,954,151816.0,2685047.0,160983.0,2473604.0,5.743795120408916,6.283922643199663,5.579122095167835,5.41672102023195,5.926091574886789,5.261425119422547,inf,0,,0
MN,2018,839,809,914,151595.0,2729492.0,168785.0,2498328.0,5.5344833272865195,6.029222599689963,5.336587618325142,4.970820866783186,5.415173149272743,4.7930799537873625,inf,0,,0
MN,2019,818,781,891,151495.0,2729420.0,171592.0,2516107.0,5.399518135912077,5.881382223835771,5.155285652991848,4.767122010350133,5.19254976922001,4.551494242155812,inf,0,,0
MN,2020,767,720,823,150819.0,2738254.0,175163.0,2339149.0,5.085566142196938,5.456872144756297,4.7739343186203325,4.378778623339405,4.698480843557144,4.110457117085229,inf,0,,0
MN,2021,934,876,1004,152836.0,2627416.0,178933.0,2410401.0,6.1111256510246275,6.5691329267973515,5.731633908241514,5.219830886421175,5.611038768701134,4.895687212532065,inf,0,,0
MN,2022,1058,944,1105,154314.0,2732522.0,193074.0,2483988.0,6.856150446492218,7.160724237593478,6.117396995735967,5.479764235474481,5.723194215689322,4.889317049421465,inf,0,,0
MN,2023,939,823,1009,154455.0,2803410.0,201471.0,2525724.0,6.079440613771001,6.532647049302386,5.328412806318993,4.660720401447355,5.008164946816167,4.08495515483618,inf,0,,0
MN,2024,1311,1029,1371,154455.0,2803410.0,205850.0,2541147.0,8.487909099737788,8.876371758764689,6.662134602311353,6.368715083798882,6.660189458343454,4.998785523439397,inf,0,,0
MO,2017,554,541,665,150882.0,2517204.0,195618.0,2366305.0,3.671743481661166,4.407417717156453,3.5855834360626186,2.8320502203273725,3.3994826651944097,2.765594168225828,inf,0,,0
MO,2018,558,541,1115,153710.0,2533694.0,191036.0,2381261.0,3.630212738273372,7.253919718951272,3.519614859150348,2.920915429552545,5.836596243639942,2.8319269666450304,inf,0,,0
MO,2019,568,539,1328,151816.0,2547310.0,199367.0,2399573.0,3.7413711334773674,8.747431100806239,3.550350424197713,2.8490171392457126,6.661082325560399,2.7035567571363366,inf,0,,0
MO,2020,595,556,1599,150761.0,2566786.0,207760.0,2274758.0,3.946644025974887,10.606191256359404,3.6879564343563653,2.8638814016172507,7.69638043896804,2.6761648055448597,inf,0,,0
MO,2021,651,602,1603,152286.0,2478144.0,210658.0,2343799.0,4.27485126669556,10.526246667454657,3.9530882681270767,3.090317006712301,7.609490263839968,2.8577125008307305,inf,0,,0
MO,2022,674,602,1350,153767.0,2564383.0,224172.0,2424908.0,4.383255184792576,8.779517061528157,3.9150142748444074,3.0066199168495618,6.022161554520636,2.6854379672751283,inf,0,,0
MO,2023,733,645,1355,151475.0,2631543.0,237209.0,2470993.0,4.839082356824559,8.945370523188645,4.258128404027067,3.090101977580952,5.712262182294938,2.7191211126053396,inf,0,,0
MO,2024,664,484,1128,151475.0,2631543.0,233602.0,2482938.0,4.383561643835616,7.446773394949662,3.1952467403862026,2.8424414174536174,4.828725781457351,2.0719000693487213,inf,0,,0
MS,2017,118,116,140,59294.0,939485.0,69163.0,894142.0,1.9900833136573683,2.3611157958646745,1.9563530880021587,1.7061145410118128,2.0242036927258793,1.677197345401443,inf,0,,0
MS,2018,138,134,155,59271.0,944890.0,69895.0,897893.0,2.328288707799767,2.6151068819490138,2.26080207858818,1.9743901566635667,2.2176121324844407,1.91716145647042,inf,0,,0
MS,2019,128,120,144,59130.0,958126.0,69812.0,901829.0,2.164721799424996,2.4353120243531206,2.0294266869609334,1.8334956740961441,2.062682633358162,1.718902194465135,inf,0,,0
MS,2020,123,112,148,58897.0,949927.0,70473.0,860833.0,2.088391598892983,2.5128614360663533,1.9016248705366996,1.7453492827040142,2.100095071871497,1.589261135470322,inf,0,,0
MS,2021,171,160,196,59805.0,930852.0,72415.0,890583.0,2.8592927012791574,3.2773179500041802,2.675361591840147,2.361389214941656,2.706621556307395,2.2094869847407304,inf,0,,0
MS,2022,184,154,204,60469.0,944580.0,77261.0,919857.0,3.0428814764590117,3.373629463030644,2.5467594966015645,2.3815379039877818,2.6404007196386274,1.993243680511513,inf,0,,0
MS,2023,155,136,164,60465.0,956079.0,82654.0,932127.0,2.5634664682047466,2.7123129082940545,2.2492350946828745,1.8752873424153702,1.9841749945556175,1.6454134101192925,inf,0,,0
MS,2024,189,130,197,60465.0,956079.0,85365.0,936506.0,3.1257752418754654,3.2580831886215167,2.150004134623336,2.214022140221402,2.3077373630879165,1.5228723715808588,inf,0,,0
MT,2017,141,136,157,38192.0,376565.0,46568.0,375506.0,3.6918726434855467,4.110808546292417,3.5609551738583995,3.0278302697131076,3.371413846418141,2.9204604019927847,inf,0,,0
MT,2018,124,117,135,38720.0,371239.0,47900.0,381664.0,3.2024793388429753,3.4865702479338845,3.021694214876033,2.5887265135699375,2.8183716075156577,2.44258872651357,inf,0,,0
MT,2019,119,115,135,38959.0,375176.0,47906.0,386894.0,3.0544931851433557,3.4651813444903614,2.9518211453066043,2.48403122782115,2.818018619797103,2.4005343798271617,inf,0,,0
MT,2020,155,143,167,39505.0,377638.0,50347.0,374233.0,3.9235539805087964,4.227312998354639,3.619794962662954,3.0786342781099174,3.316980157705524,2.8402883985143106,inf,0,,0
MT,2021,192,173,200,40716.0,380268.0,52928.0,395464.0,4.715590922487474,4.912073877591119,4.248943904116318,3.6275695284159615,3.7787182587666264,3.268591293833132,inf,0,,0
MT,2022,249,227,254,42015.0,398871.0,57863.0,413058.0,5.9264548375580155,6.045459954778056,5.402832321789837,4.303268064220659,4.389679069526295,3.9230596408758625,inf,0,,0
