cohort,ATT,std_error,lower,upper,zero_not_in_cband
2018,2.037399610962471,0.7667411736035664,0.8205149267349952,3.254284295189947,*
2022,2.582908630584512,0.4535751488056107,1.8630455650161513,3.3027716961528726,*
2023,2.577357028642521,0.9391215014384197,1.0868898265772833,4.067824230707759,*
2024,3.187493014077863,1.5361047835776689,0.7495616118564601,5.625424416299266,*
