spec,coef,se,ci_lo,ci_hi,n_obs,outcome,pval
Drop CA,2.1229017008995634,0.61158195920346,1.1709983966001531,3.0748050051989737,,rate_per_1000_estabs,
Outcome: 401(k) w/ employees,1.8239691443137227,0.3515498502860079,1.2482119869648778,2.3997263016625676,,with_employees_rate_per_1000_estabs,
Outcome: any ESRP,2.1916800144412925,0.6203459899739182,1.332309406940349,3.051050621942236,,esrp_rate_per_1000_estabs,
Drop late-treatment (ME/DE/NJ),2.3084444609540653,0.5467995194928806,1.4688284391429358,3.148060482765195,,rate_per_1000_estabs,
Permutation 2-sided p (200 iter),2.3664056849550126,0.2581188390390436,,,200.0,rate_per_1000_estabs,0.0
