spec,coef,se,ci_lo,ci_hi,n_obs,outcome,pval
Drop CA,1.5102709065121602,0.2812416500931074,1.033340687371222,1.9872011256530984,,new_401k_per_1000_qcew_establishments,
Outcome: 401(k) w/ employees,1.2486838955596062,0.16360905073589838,0.96940428455204,1.5279635065671724,,with_employees_rate_per_1000_qcew_estabs,
Drop late-treatment (ME/DE/NJ),1.5698471705293338,0.23616446187722587,1.1904695759253523,1.9492247651333152,,new_401k_per_1000_qcew_establishments,
Outcome: any ESRP,1.4951703826223215,0.30905287324770764,1.0464191438966233,1.9439216213480197,,esrp_rate_per_1000_qcew_estabs,
Permutation 2-sided p (200 iter),1.5924911007372557,0.2223442044045443,,,200.0,new_401k_per_1000_qcew_establishments,0.0
