spec,coef,se,ci_lo,ci_hi,n_obs,outcome,pval
Drop CA,2.1229017008995634,0.61158195920346,1.1709983966001531,3.0748050051989737,,rate_per_1000_estabs,
Outcome: 401(k) w/ employees,1.79879012596034,0.34769178075034923,1.2252645408236527,2.3723157110970274,,with_employees_rate_per_1000_estabs,
Outcome: any ESRP,2.242776728485726,0.6467484660430991,1.3258489129807942,3.159704543990658,,esrp_rate_per_1000_estabs,
Drop late-treatment (ME/DE/NJ),2.311908995729094,0.5700998207755735,1.43302879792678,3.1907891935314083,,rate_per_1000_estabs,
Permutation 2-sided p (200 iter),2.3716578246513285,0.2559690287565123,,,200.0,rate_per_1000_estabs,0.0
