panel,denominator,outcome_col,coef,se,ci_lo,ci_hi,perm_p
v1_inclusive,rate_susb_all,new_401k_per_1000_firms,2.8852557866116824,0.6094611931432612,1.9130510748409812,3.8574604983823835,0.0
v1_inclusive,rate_susb_5plus,new_401k_per_1000_firms_5plus,7.827832472288804,1.6285799829237002,5.121978910182999,10.53368603439461,0.0
v2_conservative,rate_susb_all,new_401k_per_1000_firms,2.902516619257188,0.6444704822580347,1.8808841464248176,3.9241490920895585,0.0
v2_conservative,rate_susb_5plus,new_401k_per_1000_firms_5plus,7.831288905227307,1.7021616139805031,5.024573348328237,10.638004462126379,0.0
