state,year,new_401k_plans,new_401k_with_employees,new_esrp_plans,establishments,employment,susb_firms_all,susb_estabs_all,susb_firms_0_4,susb_estabs_0_4,susb_firms_5_9,susb_estabs_5_9,susb_firms_10_19,susb_estabs_10_19,susb_firms_20_99,susb_estabs_20_99,susb_firms_100_499,susb_estabs_100_499,susb_firms_500plus,susb_estabs_500plus,susb_firms_5plus,susb_estabs_5plus,rate_per_1000_estabs,esrp_rate_per_1000_estabs,with_employees_rate_per_1000_estabs,new_401k_per_1000_firms,new_401k_per_1000_firms_5plus,new_401k_with_employees_per_1000_firms,new_401k_with_employees_per_1000_firms_5plus,esrp_rate_per_1000_firms,first_treatment_year,treated,event_time,cohort
GA,2018,1330,1288,1533,235847.0,3975657.0,183915.0,235847.0,112854.0,112990.0,28037.0,28303.0,17710.0,18430.0,16586.0,20168.0,4381.0,10028.0,4347.0,45928.0,71061.0,122857.0,5.639249174252799,6.499976679796648,5.461167621381658,7.2316015550662,18.71631415262943,7.003235190169372,18.125272653072713,8.335372318734198,inf,0,,0
GA,2019,1347,1285,2964,239034.0,4040559.0,185938.0,239034.0,114770.0,114906.0,28190.0,28461.0,17565.0,18247.0,16553.0,20068.0,4458.0,10415.0,4402.0,46937.0,71168.0,124128.0,5.635181605964005,12.39990963628605,5.375804278889196,7.244350267293399,18.927045863309353,6.910905785799568,18.055867805755398,15.94079747012445,inf,0,,0
GA,2020,1467,1375,2935,244668.0,4107151.0,191394.0,244668.0,120046.0,120211.0,28162.0,28448.0,17737.0,18422.0,16535.0,19852.0,4430.0,10269.0,4484.0,47466.0,71348.0,124457.0,5.995880131443425,11.995847434073928,5.6198603822322495,7.664817078905295,20.561193025733026,7.184133253916006,19.27173852105175,15.334858981995255,inf,0,,0
GA,2021,1555,1436,2604,253729.0,4034309.0,200747.0,253729.0,127419.0,127616.0,29691.0,29952.0,18251.0,18950.0,16599.0,20013.0,4380.0,10206.0,4407.0,46992.0,73328.0,126113.0,6.128586011059044,10.262918310480869,5.6595816796661005,7.746068434397525,21.206087715470215,7.1532824899002225,19.583242417630373,12.971551256058621,inf,0,,0
GA,2022,1785,1591,2466,258377.0,4249362.0,204057.0,258377.0,128896.0,129026.0,29840.0,30127.0,18646.0,19434.0,17445.0,21402.0,4604.0,10502.0,4626.0,47886.0,75161.0,129351.0,6.908509658367424,9.544193175089115,6.157668832752141,8.747555829988679,23.74901877303389,7.7968410787182005,21.16789292319155,12.084858642438142,inf,0,,0
GA,2023,1751,1551,2435,261320.0,4405730.0,204057.0,258377.0,128896.0,129026.0,29840.0,30127.0,18646.0,19434.0,17445.0,21402.0,4604.0,10502.0,4626.0,47886.0,75161.0,129351.0,6.700596969233124,9.318077452931272,5.9352517985611515,8.580935718941276,23.296656510690386,7.600817418662432,20.63570202631684,11.932940305894922,inf,0,,0
GA,2024,1773,1313,2266,261320.0,4405730.0,204057.0,258377.0,128896.0,129026.0,29840.0,30127.0,18646.0,19434.0,17445.0,21402.0,4604.0,10502.0,4626.0,47886.0,75161.0,129351.0,6.784784938007041,8.671360783713455,5.024491045461503,8.68874873197195,23.589361503971475,6.434476641330609,17.469166189912322,11.1047403421593,inf,0,,0
HI,2017,150,145,176,32800.0,544056.0,25578.0,32800.0,14094.0,14122.0,4473.0,4524.0,2755.0,2908.0,2532.0,3526.0,710.0,2110.0,1014.0,5610.0,11484.0,18678.0,4.573170731707317,5.365853658536586,4.420731707317072,5.864414731409806,13.061650992685475,5.668934240362812,12.626262626262626,6.880913284854171,inf,0,,0
HI,2018,141,138,161,32952.0,551681.0,25765.0,32952.0,14366.0,14404.0,4376.0,4430.0,2799.0,2938.0,2502.0,3457.0,696.0,2029.0,1026.0,5694.0,11399.0,18548.0,4.278951201747997,4.885894634620054,4.187909686817188,5.4725402678051625,12.369506097026054,5.356103240830584,12.106325116238267,6.248787114302348,inf,0,,0
HI,2019,137,134,161,32889.0,553206.0,25714.0,32889.0,14332.0,14374.0,4455.0,4514.0,2704.0,2849.0,2497.0,3425.0,689.0,2050.0,1037.0,5677.0,11382.0,18515.0,4.165526467815988,4.895253732250905,4.0743105597616225,5.3278369759664,12.03654893691794,5.211169012989033,11.772974872605868,6.2611806797853315,inf,0,,0
HI,2020,154,149,173,32627.0,549375.0,25460.0,32627.0,14267.0,14314.0,4389.0,4448.0,2638.0,2778.0,2476.0,3435.0,654.0,1984.0,1036.0,5668.0,11193.0,18313.0,4.720017163698777,5.3023569436356395,4.566769853189077,6.048703849175177,13.758599124452783,5.852317360565593,13.311891360671849,6.794972505891595,inf,0,,0
HI,2021,192,182,206,32488.0,469179.0,25465.0,32488.0,15098.0,15176.0,4206.0,4307.0,2409.0,2557.0,2124.0,3114.0,610.0,2086.0,1018.0,5248.0,10367.0,17312.0,5.9098744151686775,6.340802757941394,5.602068456045309,7.539760455527195,18.52030481335005,7.147064598468487,17.555705604321403,8.089534655409386,inf,0,,0
HI,2022,170,157,185,32863.0,507390.0,25794.0,32863.0,14873.0,14901.0,4306.0,4376.0,2642.0,2789.0,2294.0,3389.0,613.0,1954.0,1066.0,5454.0,10921.0,17962.0,5.172990901621884,5.6294312752944045,4.777409244439035,6.590680003101497,15.566340078747368,6.086686826393735,14.375972896254922,7.172210591610452,inf,0,,0
HI,2023,186,163,200,32911.0,520043.0,25794.0,32863.0,14873.0,14901.0,4306.0,4376.0,2642.0,2789.0,2294.0,3389.0,613.0,1954.0,1066.0,5454.0,10921.0,17962.0,5.651605846069703,6.076995533408283,4.95275135972775,7.210979297511049,17.03140738027653,6.319299061797317,14.925373134328359,7.753741180119408,inf,0,,0
HI,2024,313,223,316,32911.0,520043.0,25794.0,32863.0,14873.0,14901.0,4306.0,4376.0,2642.0,2789.0,2294.0,3389.0,613.0,1954.0,1066.0,5454.0,10921.0,17962.0,9.510498009783962,9.601652942785087,6.775850019750235,12.134604946886872,28.66037908616427,8.64542141583314,20.419375515062722,12.250911064588664,inf,0,,0
IA,2017,305,295,318,82685.0,1353681.0,63200.0,82685.0,36442.0,36486.0,10460.0,10598.0,6692.0,7208.0,5973.0,8856.0,1668.0,5881.0,1965.0,13656.0,26758.0,46199.0,3.6886980709923205,3.8459212674608456,3.567757150631916,4.825949367088607,11.398460273563046,4.667721518987341,11.024740264593767,5.031645569620253,inf,0,,0
IA,2018,288,285,312,82894.0,1364250.0,63619.0,82894.0,36922.0,36967.0,10244.0,10405.0,6883.0,7365.0,5945.0,8686.0,1642.0,5661.0,1983.0,13810.0,26697.0,45927.0,3.474316597099911,3.76384298019157,3.4381257992134535,4.526949496219683,10.787728958309923,4.479793772300728,10.675356781660861,4.904195287571323,inf,0,,0
IA,2019,271,259,293,82770.0,1380747.0,63220.0,82770.0,36792.0,36855.0,10248.0,10407.0,6678.0,7152.0,5861.0,8446.0,1613.0,5740.0,2028.0,14170.0,26428.0,45915.0,3.2741331400265796,3.5399299263018005,3.1291530747855503,4.286618158810503,10.254275768124717,4.0968048086048725,9.800211896473437,4.63460930085416,inf,0,,0
IA,2020,249,238,283,82440.0,1390551.0,62815.0,82440.0,36604.0,36680.0,10105.0,10259.0,6649.0,7088.0,5771.0,8311.0,1626.0,5631.0,2060.0,14471.0,26211.0,45760.0,3.02037845705968,3.432799611838913,2.8869480834546337,3.9640213324842795,9.499828316355728,3.7889039242219216,9.08015718591431,4.50529332165884,inf,0,,0
IA,2021,336,315,370,82997.0,1352146.0,63699.0,82997.0,37654.0,37727.0,10290.0,10456.0,6612.0,7106.0,5488.0,8013.0,1589.0,5542.0,2066.0,14153.0,26045.0,45270.0,4.048339096593852,4.457992457558707,3.7953179030567368,5.2748080817595255,12.900748704165867,4.945132576649555,12.0944519101555,5.808568423366144,inf,0,,0
IA,2022,396,373,422,83560.0,1386299.0,63956.0,83560.0,37357.0,37445.0,10273.0,10389.0,6680.0,7213.0,5851.0,8560.0,1668.0,5842.0,2127.0,14111.0,26599.0,46115.0,4.739109621828626,5.050263283867879,4.463858305409286,6.191756832822565,14.887777736005113,5.832134592532366,14.023083574570473,6.5982863218462695,inf,0,,0
IA,2023,373,333,399,83321.0,1415652.0,63956.0,83560.0,37357.0,37445.0,10273.0,10389.0,6680.0,7213.0,5851.0,8560.0,1668.0,5842.0,2127.0,14111.0,26599.0,46115.0,4.476662546056816,4.7887087288918755,3.9965914955413404,5.832134592532366,14.023083574570473,5.206704609418976,12.519267641640663,6.238664081556069,inf,0,,0
IA,2024,334,242,350,83321.0,1415652.0,63956.0,83560.0,37357.0,37445.0,10273.0,10389.0,6680.0,7213.0,5851.0,8560.0,1668.0,5842.0,2127.0,14111.0,26599.0,46115.0,4.008593271804227,4.200621692010418,2.9044298556186314,5.22234035899681,12.55686303996391,3.7838513978360124,9.098086394225346,5.472512352242166,inf,0,,0
ID,2017,214,205,241,47574.0,578134.0,39821.0,47574.0,24178.0,24205.0,6263.0,6322.0,3967.0,4157.0,3191.0,4285.0,853.0,2343.0,1369.0,6262.0,15643.0,23369.0,4.498255349560685,5.065792239458528,4.309076386261403,5.3740488686873755,13.680240363101706,5.148037467667813,13.104903151569392,6.052083071746064,inf,0,,0
ID,2018,227,219,247,49267.0,597765.0,41453.0,49267.0,25312.0,25337.0,6374.0,6422.0,4175.0,4356.0,3347.0,4363.0,835.0,2256.0,1410.0,6533.0,16141.0,23930.0,4.6075466336492985,5.013497878904744,4.445166135547121,5.4760813451378665,14.06356483489251,5.283091694207898,13.567932594015241,5.958555472462789,inf,0,,0
ID,2019,210,202,233,50547.0,616778.0,42625.0,50547.0,26037.0,26067.0,6550.0,6602.0,4227.0,4396.0,3475.0,4504.0,885.0,2279.0,1451.0,6699.0,16588.0,24480.0,4.154549231408392,4.609571290086453,3.9962806892595006,4.926686217008798,12.659754039064385,4.73900293255132,12.177477694719075,5.4662756598240465,inf,0,,0
ID,2020,258,244,286,51957.0,637810.0,43866.0,51957.0,26901.0,26944.0,6731.0,6777.0,4245.0,4428.0,3606.0,4568.0,902.0,2387.0,1481.0,6853.0,16965.0,25013.0,4.965644667705988,5.504551840945397,4.696191081086283,5.88154835179866,15.207780725022104,5.56239456526695,14.382552313586798,6.51985592486208,inf,0,,0
ID,2021,363,340,395,54864.0,645239.0,46698.0,54864.0,29088.0,29127.0,7050.0,7094.0,4470.0,4652.0,3651.0,4612.0,902.0,2333.0,1537.0,7046.0,17610.0,25737.0,6.616360454943131,7.199620880723243,6.197142023913678,7.773352177823462,20.61328790459966,7.280825731294702,19.307211811470758,8.458606364298257,inf,0,,0
ID,2022,371,321,388,57209.0,689589.0,48405.0,57209.0,29969.0,30003.0,7241.0,7318.0,4643.0,4849.0,3957.0,5149.0,946.0,2431.0,1649.0,7459.0,18436.0,27206.0,6.484993619884984,6.782149661766506,5.611005261409917,7.664497469269704,20.123671078325017,6.6315463278586915,17.411586027337815,8.015700857349447,inf,0,,0
ID,2023,310,266,330,58100.0,709721.0,48405.0,57209.0,29969.0,30003.0,7241.0,7318.0,4643.0,4849.0,3957.0,5149.0,946.0,2431.0,1649.0,7459.0,18436.0,27206.0,5.335628227194492,5.679862306368331,4.578313253012048,6.40429707674827,16.814927316120635,5.49530007230658,14.428292471251899,6.817477533312674,inf,0,,0
ID,2024,348,236,366,58100.0,709721.0,48405.0,57209.0,29969.0,30003.0,7241.0,7318.0,4643.0,4849.0,3957.0,5149.0,946.0,2431.0,1649.0,7459.0,18436.0,27206.0,5.989672977624784,6.29948364888124,4.061962134251291,7.189339944220639,18.876111954870904,4.875529387459973,12.80104144065958,7.561202355128602,inf,0,,0
IL,2017,1490,1426,1710,321135.0,5497629.0,256497.0,321135.0,158363.0,158537.0,38998.0,39397.0,24579.0,25636.0,23552.0,29787.0,6175.0,15317.0,4830.0,52461.0,98134.0,162598.0,4.6397932333753715,5.324863375216031,4.440500101203543,5.809034803525967,15.18332076548393,5.559519214649684,14.531151282939653,6.66674464028819,2018.0,0,-1.0,2018
IL,2018,1495,1445,1661,320965.0,5524630.0,257299.0,320965.0,159436.0,159602.0,38697.0,39111.0,24789.0,25963.0,23380.0,28945.0,6103.0,14896.0,4894.0,52448.0,97863.0,161363.0,4.657828735220351,5.1750190830775935,4.502048509962146,5.81036070874741,15.276457905439235,5.616034263638801,14.765539580842606,6.4555245065079925,2018.0,1,0.0,2018
IL,2019,1824,1733,1995,320417.0,5530388.0,256027.0,320417.0,159274.0,159504.0,38219.0,38692.0,24232.0,25353.0,23209.0,28548.0,6173.0,15096.0,4920.0,53224.0,96753.0,160913.0,5.692581854271153,6.226261403109073,5.408576948164423,7.12424861440395,18.85212861616694,6.768817351294981,17.9115893047244,7.79214692200432,2018.0,1,1.0,2018
IL,2020,1586,1500,1837,318689.0,5545538.0,254753.0,318689.0,159547.0,159814.0,37386.0,37842.0,23751.0,24822.0,23043.0,28177.0,6043.0,14560.0,4983.0,53474.0,95206.0,158875.0,4.976638666536968,5.764240372275165,4.706783102021093,6.225638167165843,16.65861395290213,5.888056274116497,15.755309539314748,7.210906250368003,2018.0,1,2.0,2018
IL,2021,1851,1688,2085,320795.0,5270871.0,257620.0,320795.0,164179.0,164479.0,37957.0,38465.0,23680.0,24820.0,21264.0,26590.0,5693.0,14249.0,4847.0,52192.0,93441.0,156316.0,5.770040056734051,6.499477859692327,5.261927399117816,7.185001164505861,19.809291424535267,6.552286313174443,18.064875161866848,8.093315736355873,2018.0,1,3.0,2018
IL,2022,2196,1966,2348,322349.0,5533883.0,258353.0,322349.0,162828.0,163022.0,37590.0,38002.0,24072.0,25212.0,22804.0,28773.0,6008.0,14789.0,5051.0,52551.0,95525.0,159327.0,6.812492050541493,7.284030662418683,6.098979677306273,8.499998064663464,22.988746401465583,7.609743258255178,20.580999738288405,9.088340371507202,2018.0,1,4.0,2018
IL,2023,3121,2816,3264,322415.0,5661761.0,258353.0,322349.0,162828.0,163022.0,37590.0,38002.0,24072.0,25212.0,22804.0,28773.0,6008.0,14789.0,5051.0,52551.0,95525.0,159327.0,9.680070716312827,10.123598467813222,8.734084952623173,12.080370655653311,32.67207537293902,10.899815368894497,29.479193928291025,12.633876904854985,2018.0,1,5.0,2018
IL,2024,2829,2167,2962,322415.0,5661761.0,258353.0,322349.0,162828.0,163022.0,37590.0,38002.0,24072.0,25212.0,22804.0,28773.0,6008.0,14789.0,5051.0,52551.0,95525.0,159327.0,8.774405657305026,9.186917482127072,6.721151311198301,10.950134118821921,29.615283957079296,8.387748545594594,22.685160952630202,11.464933637310192,2018.0,1,6.0,2018
IN,2017,617,597,760,148377.0,2779124.0,109706.0,148377.0,59564.0,59665.0,19198.0,19395.0,12621.0,13257.0,11827.0,15565.0,3185.0,8980.0,3311.0,31515.0,50142.0,88712.0,4.158326425254588,5.122087655094792,4.023534644857357,5.624122655096349,12.3050536476407,5.441817220571345,11.906186430537273,6.927606511950121,inf,0,,0
IN,2018,584,573,683,148304.0,2816081.0,110186.0,148304.0,59984.0,60092.0,19098.0,19314.0,12722.0,13331.0,11943.0,15362.0,3090.0,8714.0,3349.0,31491.0,50202.0,88212.0,3.9378573740425074,4.605405113820261,3.8636854029560905,5.300128872996569,11.633002669216367,5.200297678470949,11.413887892912634,6.198609623727152,inf,0,,0
IN,2019,587,571,774,148917.0,2834056.0,109979.0,148917.0,59928.0,60037.0,19072.0,19309.0,12553.0,13164.0,11899.0,15244.0,3136.0,8812.0,3391.0,32351.0,50051.0,88880.0,3.941793079366359,5.19752613872157,3.8343506785659125,5.33738259122196,11.728037401850113,5.191900271870084,11.408363469261353,7.0377071986470146,inf,0,,0
IN,2020,586,545,1087,148724.0,2821903.0,110192.0,148724.0,60528.0,60640.0,18700.0,18918.0,12446.0,13067.0,11923.0,15096.0,3173.0,8852.0,3422.0,32151.0,49664.0,88084.0,3.9401845028374707,7.308840536833329,3.664506064925634,5.317990416727167,11.799291237113401,4.945912588935675,10.97374355670103,9.86459997095978,inf,0,,0
IN,2021,748,689,1304,150912.0,2754576.0,112530.0,150912.0,62973.0,63079.0,18852.0,19108.0,12598.0,13256.0,11619.0,14914.0,3089.0,8686.0,3399.0,31869.0,49557.0,87833.0,4.956530958439355,8.640797285835452,4.565574639525021,6.64711632453568,15.093730451802974,6.122811694659203,13.903182194240976,11.588020972185195,inf,0,,0
IN,2022,766,697,1096,153748.0,2875908.0,114309.0,153748.0,63701.0,63764.0,19118.0,19348.0,12528.0,13177.0,12206.0,16085.0,3197.0,8964.0,3559.0,32410.0,50608.0,89984.0,4.982178629965918,7.128548013632698,4.533392304290137,6.701134643816323,15.135946885867847,6.097507632819814,13.772526082832753,9.58804643553876,inf,0,,0
IN,2023,805,727,1043,155692.0,2924989.0,114309.0,153748.0,63701.0,63764.0,19118.0,19348.0,12528.0,13177.0,12206.0,16085.0,3197.0,8964.0,3559.0,32410.0,50608.0,89984.0,5.170464763764355,6.6991239113120775,4.669475631374765,7.042315128292611,15.90657603540942,6.359954159340035,14.365317736326274,9.124390905353035,inf,0,,0
IN,2024,845,648,1047,155692.0,2924989.0,114309.0,153748.0,63701.0,63764.0,19118.0,19348.0,12528.0,13177.0,12206.0,16085.0,3197.0,8964.0,3559.0,32410.0,50608.0,89984.0,5.427382267553888,6.724815661691031,4.162063561390437,7.392243830319573,16.696964906734113,5.6688449728367845,12.804299715460006,9.159383775555732,inf,0,,0
KS,2017,281,269,331,74947.0,1199162.0,57898.0,74947.0,32503.0,32537.0,9710.0,9828.0,6080.0,6428.0,5715.0,7861.0,1674.0,4861.0,2216.0,13432.0,25395.0,42410.0,3.7493161834362954,4.41645429436802,3.589203036812681,4.853362810459774,11.065170309115969,4.646101765173236,10.592636345737349,5.7169504991536835,inf,0,,0
KS,2018,316,311,348,74559.0,1203434.0,57867.0,74559.0,32518.0,32561.0,9560.0,9675.0,6273.0,6641.0,5682.0,7639.0,1590.0,4653.0,2244.0,13390.0,25349.0,41998.0,4.238254268431712,4.667444574095682,4.171193283171716,5.460798036877668,12.465974989151446,5.37439300464859,12.268728549449683,6.013790243143761,inf,0,,0
KS,2019,291,274,328,74292.0,1209318.0,57389.0,74292.0,32387.0,32431.0,9466.0,9594.0,6028.0,6367.0,5593.0,7497.0,1627.0,4764.0,2288.0,13639.0,25002.0,41861.0,3.9169762558552734,4.415011037527594,3.6881494642761,5.070658140061684,11.63906887449004,4.774434125006535,10.959123270138388,5.715380996358187,inf,0,,0
KS,2020,287,279,355,73982.0,1207003.0,57106.0,73982.0,32260.0,32320.0,9433.0,9566.0,5928.0,6258.0,5563.0,7398.0,1615.0,4730.0,2307.0,13710.0,24846.0,41662.0,3.8793219972425725,4.798464491362764,3.771187586169609,5.025741603334151,11.55115511551155,4.885651245053059,11.22917169765757,6.216509648723426,inf,0,,0
KS,2021,371,338,439,75057.0,1188432.0,58185.0,75057.0,33333.0,33411.0,9655.0,9791.0,5943.0,6286.0,5385.0,7234.0,1557.0,4535.0,2312.0,13800.0,24852.0,41646.0,4.942910055024847,5.848888178317812,4.5032442010738505,6.3762138008077685,14.92837598583615,5.809057317177967,13.600515049090616,7.544899888287359,inf,0,,0
KS,2022,403,362,435,75991.0,1225232.0,58771.0,75991.0,33521.0,33567.0,9568.0,9694.0,6009.0,6353.0,5640.0,7711.0,1663.0,4684.0,2370.0,13982.0,25250.0,42424.0,5.303259596531168,5.724362095511311,4.76372201971286,6.8571234112062065,15.96039603960396,6.1595004338874615,14.336633663366337,7.401609637406204,inf,0,,0
KS,2023,375,337,407,76139.0,1248825.0,58771.0,75991.0,33521.0,33567.0,9568.0,9694.0,6009.0,6353.0,5640.0,7711.0,1663.0,4684.0,2370.0,13982.0,25250.0,42424.0,4.925202589999868,5.3454865443465245,4.426115394213215,6.38069796328121,14.85148514851485,5.734120569668714,13.346534653465346,6.9251841894812065,inf,0,,0
KS,2024,353,266,372,76139.0,1248825.0,58771.0,75991.0,33521.0,33567.0,9568.0,9694.0,6009.0,6353.0,5640.0,7711.0,1663.0,4684.0,2370.0,13982.0,25250.0,42424.0,4.636257371386543,4.88580096927987,3.4936103705065737,6.006363682768712,13.98019801980198,4.526041755287472,10.534653465346535,6.329652379574961,inf,0,,0
KY,2017,348,343,398,91241.0,1625006.0,67311.0,91241.0,36697.0,36742.0,11834.0,11935.0,7424.0,7840.0,6888.0,9333.0,1925.0,5486.0,2543.0,19905.0,30614.0,54499.0,3.8140748128582542,4.362074067579268,3.759274887386153,5.170031644159201,11.367348272032404,5.0957495803063395,11.20402430260665,5.9128522826878225,inf,0,,0
KY,2018,298,290,346,91079.0,1642234.0,67501.0,91079.0,36664.0,36721.0,11836.0,11967.0,7676.0,8091.0,6871.0,9199.0,1895.0,5297.0,2559.0,19804.0,30837.0,54358.0,3.271884847220545,3.7988998561688203,3.1840490123958323,4.4147494111198355,9.663715666245094,4.2962326484052085,9.404287057755294,5.1258499874075945,inf,0,,0
KY,2019,336,323,591,91219.0,1666637.0,67340.0,91219.0,36448.0,36497.0,11788.0,11915.0,7617.0,8041.0,6961.0,9162.0,1909.0,5316.0,2617.0,20288.0,30892.0,54722.0,3.6834431423278047,6.478913384273013,3.540928973130598,4.98960498960499,10.876602356597179,4.796554796554797,10.455781432085978,8.776358776358776,inf,0,,0
KY,2020,306,288,1502,90922.0,1666427.0,66881.0,90922.0,36429.0,36503.0,11706.0,11847.0,7389.0,7820.0,6838.0,8880.0,1865.0,5310.0,2654.0,20562.0,30452.0,54419.0,3.3655220958623877,16.519654209102306,3.1675502078704825,4.5752904412314415,10.048601077104951,4.3061557093942975,9.457506896098778,22.45779817885498,inf,0,,0
KY,2021,336,319,1177,92130.0,1617040.0,67715.0,92130.0,37739.0,37831.0,11620.0,11759.0,7355.0,7790.0,6533.0,8572.0,1851.0,5411.0,2617.0,20767.0,29976.0,54299.0,3.6470205144903938,12.775426028438076,3.4624986432215348,4.961972974968618,11.20896717373899,4.710920770877944,10.641846810781958,17.38167318910138,inf,0,,0
KY,2022,376,342,1006,93549.0,1667694.0,68553.0,93549.0,37797.0,37861.0,11661.0,11776.0,7533.0,7948.0,6886.0,9313.0,1926.0,5343.0,2750.0,21308.0,30756.0,55688.0,4.01928401158751,10.75372264802403,3.6558381169226823,5.484807375315449,12.225256860449992,4.988840750951819,11.1197815060476,14.674777179700378,inf,0,,0
KY,2023,394,349,1013,94402.0,1708602.0,68553.0,93549.0,37797.0,37861.0,11661.0,11776.0,7533.0,7948.0,6886.0,9313.0,1926.0,5343.0,2750.0,21308.0,30756.0,55688.0,4.17364038897481,10.730704857947925,3.6969555729751487,5.747377941155019,12.810508518663026,5.090951526556095,11.347379373130446,14.776887955304655,inf,0,,0
KY,2024,375,278,1068,94402.0,1708602.0,68553.0,93549.0,37797.0,37861.0,11661.0,11776.0,7533.0,7948.0,6886.0,9313.0,1926.0,5343.0,2750.0,21308.0,30756.0,55688.0,3.9723734666638415,11.313319633058622,2.944852863286795,5.470220121657696,12.192742879438159,4.055256516855572,9.038886721290156,15.579186906481116,inf,0,,0
LA,2017,354,341,401,106599.0,1688674.0,81413.0,106599.0,44181.0,44265.0,14676.0,14843.0,9291.0,9838.0,8829.0,11619.0,2166.0,6421.0,2270.0,19613.0,37232.0,62334.0,3.3208566684490477,3.7617613673674235,3.198904304918433,4.348199918931866,9.50795015040825,4.188520260891995,9.158788139235067,4.925503297999091,inf,0,,0
LA,2018,387,377,431,106359.0,1691552.0,81739.0,106359.0,44646.0,44737.0,14419.0,14587.0,9476.0,10031.0,8755.0,11352.0,2157.0,6280.0,2286.0,19372.0,37093.0,61622.0,3.6386201449806785,4.05231339143843,3.544598952603917,4.734582023269186,10.433235381338797,4.612241402512876,10.163642735826166,5.272880754596949,inf,0,,0
LA,2019,381,362,425,106302.0,1719561.0,81489.0,106302.0,44593.0,44721.0,14410.0,14583.0,9220.0,9738.0,8754.0,11339.0,2158.0,6244.0,2354.0,19677.0,36896.0,61581.0,3.5841282384150817,3.998043310568004,3.405392184530865,4.675477671833009,10.326322636600175,4.442317367988317,9.811361665221161,5.215427849157555,inf,0,,0
LA,2020,348,333,384,106230.0,1703353.0,81428.0,106230.0,44973.0,45070.0,14196.0,14367.0,9100.0,9644.0,8640.0,11115.0,2143.0,6267.0,2376.0,19767.0,36455.0,61160.0,3.275910759672409,3.61479807963852,3.1347077096865292,4.273714201503169,9.546015635715264,4.08950238247286,9.13454944452064,4.71582256717591,inf,0,,0
LA,2021,444,417,475,107464.0,1592665.0,82931.0,107464.0,46589.0,46739.0,14462.0,14658.0,9270.0,9830.0,8230.0,10735.0,2068.0,6243.0,2312.0,19259.0,36342.0,60725.0,4.131616169135711,4.42008486562942,3.880369239931512,5.353848379978536,12.217269275218754,5.028276519033896,11.474327224698694,5.727653109211272,inf,0,,0
LA,2022,489,445,524,108161.0,1644036.0,83440.0,108161.0,46578.0,46680.0,14435.0,14596.0,9294.0,9808.0,8549.0,11335.0,2155.0,6378.0,2429.0,19364.0,36862.0,61481.0,4.521038082118324,4.844629764887529,4.11423710949418,5.860498561840844,13.265693668276272,5.333173537871525,12.072052520210516,6.279961649089166,inf,0,,0
LA,2023,498,434,526,108561.0,1697330.0,83440.0,108161.0,46578.0,46680.0,14435.0,14596.0,9294.0,9808.0,8549.0,11335.0,2155.0,6378.0,2429.0,19364.0,36862.0,61481.0,4.587282725840772,4.845202236530614,3.9977524156925597,5.968360498561841,13.509847539471542,5.201342281879195,11.773642233194076,6.303930968360499,inf,0,,0
LA,2024,468,354,496,108561.0,1697330.0,83440.0,108161.0,46578.0,46680.0,14435.0,14596.0,9294.0,9808.0,8549.0,11335.0,2155.0,6378.0,2429.0,19364.0,36862.0,61481.0,4.3109403929587975,4.56885990364864,3.2608395280072955,5.60882070949185,12.696001302153979,4.242569511025887,9.603385600347242,5.944391179290508,inf,0,,0
MA,2017,1629,1559,1731,179828.0,3316716.0,144078.0,179828.0,83268.0,83363.0,24630.0,24868.0,15234.0,15829.0,13915.0,16946.0,3674.0,8797.0,3357.0,30025.0,60810.0,96465.0,9.058656049113598,9.625864715172275,8.669395199857643,11.306375713155374,26.78835717809571,10.820527769680313,25.637230718631805,12.014325573647607,inf,0,,0
MA,2018,1812,1759,1910,180307.0,3323852.0,145036.0,180307.0,83889.0,84008.0,24485.0,24746.0,15511.0,16084.0,14136.0,17050.0,3650.0,8568.0,3365.0,29851.0,61147.0,96299.0,10.049526640673962,10.593044085920125,9.755583532530629,12.493449902093273,29.633506140939048,12.128023387296945,28.76674244034867,13.169144212471387,inf,0,,0
MA,2019,1807,1698,1900,181061.0,3386372.0,145328.0,181061.0,84149.0,84286.0,24395.0,24648.0,15478.0,16042.0,14237.0,17060.0,3680.0,8785.0,3389.0,30240.0,61179.0,96775.0,9.98006196806601,10.493701017888998,9.378054909671325,12.4339425300011,29.53627878847317,11.683915006055269,27.754621683911147,13.073874270615436,inf,0,,0
MA,2020,1756,1633,1843,179456.0,3390833.0,143812.0,179456.0,83466.0,83634.0,23924.0,24175.0,15366.0,15884.0,13989.0,16698.0,3623.0,8357.0,3444.0,30708.0,60346.0,95822.0,9.78512838801712,10.269926890156919,9.099723609129814,12.210385781436877,29.09886322208597,11.355102494923928,27.060617108010476,12.815342252385058,inf,0,,0
MA,2021,1715,1573,1793,180088.0,3175568.0,145150.0,180088.0,87383.0,87585.0,23965.0,24258.0,14513.0,15076.0,12555.0,15382.0,3397.0,8198.0,3337.0,29589.0,57767.0,92503.0,9.523122029230155,9.956243614233042,8.734618630891564,11.815363417154668,29.68823030449911,10.837065105063727,27.230079457129502,12.35273854633138,inf,0,,0
MA,2022,1688,1484,1766,182919.0,3396919.0,147493.0,182919.0,86641.0,86763.0,24326.0,24570.0,15270.0,15884.0,14105.0,17148.0,3622.0,8661.0,3529.0,29893.0,60852.0,96156.0,9.228128297224453,9.654546547925586,8.1128805646215,11.444610930688235,27.73943337934661,10.061494443804111,24.387037402221782,11.973449587438049,inf,0,,0
