state,year,new_401k_plans,new_401k_with_employees,new_esrp_plans,establishments,employment,susb_firms_all,susb_estabs_all,susb_firms_0_4,susb_estabs_0_4,susb_firms_5_9,susb_estabs_5_9,susb_firms_10_19,susb_estabs_10_19,susb_firms_20_99,susb_estabs_20_99,susb_firms_100_499,susb_estabs_100_499,susb_firms_500plus,susb_estabs_500plus,susb_firms_5plus,susb_estabs_5plus,rate_per_1000_estabs,esrp_rate_per_1000_estabs,with_employees_rate_per_1000_estabs,new_401k_per_1000_firms,new_401k_per_1000_firms_5plus,new_401k_with_employees_per_1000_firms,new_401k_with_employees_per_1000_firms_5plus,esrp_rate_per_1000_firms,first_treatment_year,treated,event_time,cohort
NE,2019,191,183,220,54939.0,856242.0,43756.0,54939.0,25870.0,25904.0,6769.0,6857.0,4372.0,4640.0,4081.0,5568.0,1025.0,3216.0,1639.0,8754.0,17886.0,29035.0,3.4765831194597645,4.004441289430096,3.3309670725713976,4.365115641283482,10.678743151067874,4.182283572538624,10.231465951023146,5.027881890483591,inf,0,,0
NE,2020,197,187,293,54791.0,866139.0,43730.0,54791.0,25696.0,25728.0,6833.0,6911.0,4384.0,4648.0,4118.0,5543.0,1038.0,3212.0,1661.0,8749.0,18034.0,29063.0,3.5954810096548706,5.347593582887701,3.4129692832764507,4.504916533272353,10.923810580015527,4.276240567116396,10.369302428745703,6.700205808369541,inf,0,,0
NE,2021,254,247,420,55542.0,851783.0,44683.0,55542.0,26493.0,26541.0,7004.0,7084.0,4491.0,4756.0,3975.0,5373.0,1047.0,3229.0,1673.0,8559.0,18190.0,29001.0,4.573115840265025,7.561845090202009,4.447085088761658,5.684488507933666,13.963716327652557,5.527829375825258,13.578889499725124,9.399547926504487,inf,0,,0
NE,2022,305,275,336,56319.0,890050.0,45116.0,56319.0,26710.0,26732.0,6915.0,6993.0,4474.0,4761.0,4195.0,5827.0,1081.0,3338.0,1741.0,8668.0,18406.0,29587.0,5.415579111845026,5.966015021573536,4.882899199204531,6.760351094955227,16.570683472780615,6.095398528238318,14.940780180375965,7.447468747229364,inf,0,,0
NE,2023,289,264,316,56503.0,923066.0,45116.0,56319.0,26710.0,26732.0,6915.0,6993.0,4474.0,4761.0,4195.0,5827.0,1081.0,3338.0,1741.0,8668.0,18406.0,29587.0,5.1147726669380384,5.592623400527406,4.6723182839849215,6.405709726039543,15.70140171683147,5.851582587108786,14.343148973160925,7.00416703608476,inf,0,,0
NE,2024,308,227,324,56503.0,923066.0,45116.0,56319.0,26710.0,26732.0,6915.0,6993.0,4474.0,4761.0,4195.0,5827.0,1081.0,3338.0,1741.0,8668.0,18406.0,29587.0,5.451037997982408,5.734208803072403,4.017485797214307,6.826846351626917,16.73367380202108,5.031474421491266,12.332934912528524,7.181487720542601,inf,0,,0
NH,2017,249,240,272,38371.0,603923.0,30837.0,38371.0,16866.0,16894.0,5307.0,5361.0,3358.0,3466.0,3119.0,3860.0,802.0,2025.0,1385.0,6765.0,13971.0,21477.0,6.4892757551275695,7.08868676865341,6.2547236194000675,8.074715439245063,17.822632596091903,7.782858254694036,17.178441056474128,8.820572688653241,inf,0,,0
NH,2018,243,234,261,38375.0,612420.0,30879.0,38375.0,16705.0,16728.0,5384.0,5427.0,3455.0,3590.0,3161.0,3886.0,779.0,2015.0,1395.0,6729.0,14174.0,21647.0,6.332247557003257,6.801302931596092,6.09771986970684,7.869425823375109,17.1440666008184,7.57796560769455,16.50910117115846,8.452346254736229,inf,0,,0
NH,2019,279,269,290,38494.0,620164.0,30973.0,38494.0,16641.0,16660.0,5462.0,5517.0,3538.0,3689.0,3101.0,3754.0,802.0,2081.0,1429.0,6793.0,14332.0,21834.0,7.247882786927833,7.533641606484127,6.988102041876656,9.007845542892197,19.466927156014513,8.684983695476706,18.769187831426176,9.362993575049236,inf,0,,0
NH,2020,266,254,288,38350.0,621263.0,30860.0,38350.0,16628.0,16648.0,5328.0,5396.0,3571.0,3706.0,3090.0,3762.0,791.0,1986.0,1452.0,6852.0,14232.0,21702.0,6.936114732724903,7.509778357235985,6.6232073011734025,8.619572261827608,18.690275435637997,8.230719377835385,17.847105115233276,9.33246921581335,inf,0,,0
NH,2021,328,305,353,38825.0,586840.0,31454.0,38825.0,17498.0,17549.0,5383.0,5438.0,3402.0,3555.0,2953.0,3638.0,773.0,1982.0,1445.0,6663.0,13956.0,21276.0,8.448164842240825,9.092079845460399,7.8557630392788145,10.427926495835187,23.5024362281456,9.696699942773574,21.854399541415876,11.222737966554334,inf,0,,0
NH,2022,313,277,320,39348.0,615249.0,31920.0,39348.0,17438.0,17461.0,5396.0,5444.0,3578.0,3728.0,3203.0,3993.0,796.0,1936.0,1509.0,6786.0,14482.0,21887.0,7.954660973874149,8.132560740063028,7.0397478906170585,9.80576441102757,21.61303687336003,8.677944862155389,19.127192376743544,10.025062656641603,inf,0,,0
NH,2023,296,260,322,39298.0,628166.0,31920.0,39348.0,17438.0,17461.0,5396.0,5444.0,3578.0,3728.0,3203.0,3993.0,796.0,1936.0,1509.0,6786.0,14482.0,21887.0,7.53218993332994,8.19380121125757,6.616112779276299,9.273182957393484,20.43916586106891,8.145363408521304,17.953321364452425,10.087719298245615,inf,0,,0
NH,2024,328,237,347,39298.0,628166.0,31920.0,39348.0,17438.0,17461.0,5396.0,5444.0,3578.0,3728.0,3203.0,3993.0,796.0,1936.0,1509.0,6786.0,14482.0,21887.0,8.346480736933177,8.8299659015726,6.030841264186472,10.275689223057645,22.648805413616902,7.424812030075188,16.365142936058557,10.87092731829574,inf,0,,0
NJ,2017,1665,1608,1871,233907.0,3679443.0,194720.0,233907.0,118435.0,118557.0,31984.0,32236.0,19296.0,19944.0,17448.0,20283.0,4128.0,8837.0,3429.0,34050.0,76285.0,115350.0,7.1182136490143515,7.998905547931442,6.874527055624672,8.55073952341824,21.826047060365735,8.258011503697617,21.07884905289375,9.608668857847166,2024.0,0,-7.0,2024
NJ,2018,1790,1733,1998,233806.0,3739076.0,195390.0,233806.0,118533.0,118652.0,32053.0,32359.0,19669.0,20311.0,17607.0,20204.0,4091.0,8653.0,3437.0,33627.0,76857.0,115154.0,7.655919865187377,8.545546307622558,7.4121280035585055,9.161164849787605,23.290006115253004,8.86944060596755,22.5483690490131,10.225702441271304,2024.0,0,-6.0,2024
NJ,2019,1702,1630,1861,233888.0,3805357.0,194740.0,233888.0,117531.0,117686.0,32078.0,32383.0,19770.0,20400.0,17764.0,20223.0,4110.0,8607.0,3487.0,34589.0,77209.0,116202.0,7.276987275961144,7.956799835818854,6.969147626214256,8.739858272568553,22.04406222072556,8.370134538358839,21.111528448755973,9.556331518948342,2024.0,0,-5.0,2024
NJ,2020,1587,1491,1795,232761.0,3819722.0,193293.0,232761.0,116862.0,117031.0,31519.0,31838.0,19679.0,20257.0,17615.0,20076.0,4090.0,8652.0,3528.0,34907.0,76431.0,115730.0,6.8181525255519615,7.71177302039431,6.405712297163185,8.210333535099563,20.763826196176947,7.713678198382766,19.50779134120972,9.28642009798596,2024.0,0,-4.0,2024
NJ,2021,1910,1781,2102,233950.0,3570543.0,195214.0,233950.0,121395.0,121614.0,31543.0,31878.0,19030.0,19675.0,15968.0,18407.0,3834.0,8348.0,3444.0,34028.0,73819.0,112336.0,8.164137636247062,8.984825817482369,7.61273776447959,9.78413433462764,25.874097454584863,9.123321073283678,24.126579877809238,10.767670351511674,2024.0,0,-3.0,2024
NJ,2022,2236,2051,2375,237499.0,3813702.0,198448.0,237499.0,120880.0,121010.0,32185.0,32469.0,20147.0,20820.0,17492.0,20449.0,4155.0,8679.0,3589.0,34072.0,77568.0,116489.0,9.414776483269403,10.000042105440443,8.635825835056147,11.267435297911796,28.8263201320132,10.335201161009433,26.441316006600662,11.967870676449246,2024.0,0,-2.0,2024
NJ,2023,2001,1827,2119,237968.0,3945019.0,198448.0,237499.0,120880.0,121010.0,32185.0,32469.0,20147.0,20820.0,17492.0,20449.0,4155.0,8679.0,3589.0,34072.0,77568.0,116489.0,8.408693605862974,8.904558596113763,7.677502857527062,10.08324598887366,25.7967202970297,9.206441989841167,23.55352722772277,10.677860195114086,2024.0,0,-1.0,2024
NJ,2024,2129,1722,2241,237968.0,3945019.0,198448.0,237499.0,120880.0,121010.0,32185.0,32469.0,20147.0,20820.0,17492.0,20449.0,4155.0,8679.0,3589.0,34072.0,77568.0,116489.0,8.946581052914679,9.41723256908492,7.236267061117461,10.72825122954124,27.446885313531354,8.677336128356044,22.199876237623762,11.292630815125372,2024.0,1,0.0,2024
NM,2017,150,143,163,44039.0,626466.0,34520.0,44039.0,18881.0,18905.0,5792.0,5838.0,3850.0,4029.0,3410.0,4416.0,972.0,2547.0,1615.0,8304.0,15639.0,25134.0,3.4060718908240424,3.7012647880287926,3.247121869252254,4.345307068366165,9.591406100134279,4.14252607184241,9.14380714879468,4.721900347624565,inf,0,,0
NM,2018,160,160,175,43830.0,631393.0,34537.0,43830.0,18956.0,18990.0,5682.0,5728.0,3859.0,4022.0,3469.0,4407.0,953.0,2429.0,1618.0,8254.0,15581.0,24840.0,3.650467716176135,3.9926990645676477,3.650467716176135,4.632712742855489,10.268917271035235,4.632712742855489,10.268917271035235,5.06702956249819,inf,0,,0
NM,2019,170,165,190,43804.0,644537.0,34448.0,43804.0,18858.0,18889.0,5636.0,5692.0,3837.0,3995.0,3478.0,4419.0,967.0,2378.0,1672.0,8431.0,15590.0,24915.0,3.880924116519039,4.337503424344809,3.766779289562597,4.934974454249884,10.904425914047467,4.789828146771947,10.583707504810777,5.5155596841616354,inf,0,,0
NM,2020,188,178,203,43587.0,651756.0,34190.0,43587.0,18628.0,18658.0,5665.0,5719.0,3767.0,3926.0,3464.0,4335.0,968.0,2299.0,1698.0,8650.0,15562.0,24929.0,4.313212655149472,4.657351962741184,4.083786450088329,5.498683825680024,12.080709420382984,5.206200643463001,11.438118493766869,5.937408599005557,inf,0,,0
NM,2021,178,169,188,43953.0,606085.0,34614.0,43953.0,19516.0,19551.0,5651.0,5713.0,3724.0,3904.0,3146.0,4079.0,914.0,2288.0,1663.0,8418.0,15098.0,24402.0,4.0497804472959755,4.277296202762042,3.8450162673765163,5.142427919338997,11.789641012054576,4.8824175189229795,11.193535567624851,5.43132836424568,inf,0,,0
NM,2022,231,201,245,44850.0,639118.0,35284.0,44850.0,19571.0,19608.0,5747.0,5799.0,3810.0,4008.0,3478.0,4493.0,950.0,2395.0,1728.0,8547.0,15713.0,25242.0,5.150501672240803,5.462653288740245,4.481605351170569,6.546876771341118,14.701202825685739,5.69663303480331,12.79195570546681,6.943657181725428,inf,0,,0
NM,2023,200,177,212,44861.0,658702.0,35284.0,44850.0,19571.0,19608.0,5747.0,5799.0,3810.0,4008.0,3478.0,4493.0,950.0,2395.0,1728.0,8547.0,15713.0,25242.0,4.458215376384833,4.725708298967922,3.945520608100577,5.668291576918716,12.728314134792846,5.016438045573064,11.264558009291669,6.0083890715338395,inf,0,,0
NM,2024,223,144,236,44861.0,658702.0,35284.0,44850.0,19571.0,19608.0,5747.0,5799.0,3810.0,4008.0,3478.0,4493.0,950.0,2395.0,1728.0,8547.0,15713.0,25242.0,4.970910144669088,5.260694144134103,3.20991507099708,6.320145108264369,14.192070260294024,4.081169935381476,9.164386177050849,6.688584060764086,inf,0,,0
NV,2017,442,417,490,66430.0,1191625.0,52629.0,66430.0,30035.0,30103.0,8133.0,8219.0,5395.0,5605.0,5074.0,6414.0,1689.0,3567.0,2303.0,12522.0,22594.0,36327.0,6.653620352250489,7.37618545837724,6.27728435947614,8.398411522164585,19.56271576524741,7.9233882460240554,18.456227316986812,9.310456212354405,inf,0,,0
NV,2018,486,468,538,67845.0,1221809.0,54158.0,67845.0,30913.0,30946.0,8292.0,8389.0,5669.0,5881.0,5237.0,6374.0,1691.0,3613.0,2356.0,12642.0,23245.0,36899.0,7.1633871324342255,7.929840076645295,6.898076497899623,8.973743491266294,20.90772209077221,8.641382621219394,20.133362013336203,9.933897115846227,inf,0,,0
NV,2019,473,443,523,68567.0,1261577.0,54760.0,68567.0,31213.0,31278.0,8291.0,8381.0,5737.0,5940.0,5383.0,6512.0,1744.0,3573.0,2392.0,12883.0,23547.0,37289.0,6.898362185891172,7.627575947613283,6.460833928857905,8.637691745799854,20.08748460525757,8.089846603360117,18.81343695587548,9.550766983199416,inf,0,,0
NV,2020,557,515,611,70621.0,1275946.0,56591.0,70621.0,32964.0,33030.0,8271.0,8346.0,5760.0,5986.0,5431.0,6464.0,1716.0,3633.0,2449.0,13162.0,23627.0,37591.0,7.887172370824542,8.651817448067854,7.292448421857521,9.842554469792017,23.574723832903032,9.100386987330142,21.797096542091676,10.796769804385857,inf,0,,0
NV,2021,681,624,739,73505.0,1157850.0,59326.0,73505.0,35435.0,35511.0,8571.0,8681.0,5935.0,6158.0,5339.0,6375.0,1632.0,3457.0,2414.0,13323.0,23891.0,37994.0,9.264675872389633,10.0537378409632,8.489218420515611,11.478946836125813,28.504457745594575,10.51815392913731,26.118622075258468,12.456595759026396,inf,0,,0
NV,2022,714,615,755,76393.0,1286578.0,61623.0,76393.0,36279.0,36335.0,8850.0,8945.0,6218.0,6491.0,5904.0,7192.0,1841.0,3770.0,2531.0,13660.0,25344.0,40058.0,9.346406084327096,9.883104472922911,8.050475828937207,11.58658293169758,28.172348484848484,9.980039920159681,24.266098484848484,12.251918926374893,inf,0,,0
NV,2023,671,603,712,77297.0,1345222.0,61623.0,76393.0,36279.0,36335.0,8850.0,8945.0,6218.0,6491.0,5904.0,7192.0,1841.0,3770.0,2531.0,13660.0,25344.0,40058.0,8.68080261847161,9.211224238974346,7.801078955198779,10.888791522645766,26.475694444444443,9.785307433912664,23.792613636363637,11.554127517323078,inf,0,,0
NV,2024,844,654,875,77297.0,1345222.0,61623.0,76393.0,36279.0,36335.0,8850.0,8945.0,6218.0,6491.0,5904.0,7192.0,1841.0,3770.0,2531.0,13660.0,25344.0,40058.0,10.918923114739254,11.319973608290102,8.460871702653403,13.696184866040278,33.30176767676768,10.612920500462488,25.804924242424242,14.199243788845074,inf,0,,0
NY,2017,3255,3126,3660,547034.0,8261269.0,465566.0,547034.0,303254.0,303494.0,71176.0,71688.0,42180.0,43451.0,36094.0,43256.0,8085.0,19903.0,4777.0,65242.0,162312.0,243540.0,5.950270001498993,6.690626176800711,5.714452849365853,6.9914899283882415,20.053970131598405,6.714407839060413,19.25920449504658,7.86139881348724,inf,0,,0
NY,2018,3469,3371,3832,547194.0,8410206.0,467121.0,547194.0,304060.0,304357.0,71530.0,72078.0,42548.0,43915.0,36058.0,42572.0,8067.0,19395.0,4858.0,64877.0,163061.0,242837.0,6.33961629696232,7.003000763897265,6.160520765944071,7.426341354809567,21.274247060915854,7.216545605956487,20.673244981939273,8.203441934744959,inf,0,,0
NY,2019,3402,3228,3769,547351.0,8597216.0,466128.0,547351.0,304015.0,304336.0,71091.0,71653.0,41988.0,43287.0,35907.0,42091.0,8205.0,19564.0,4922.0,66420.0,162113.0,243015.0,6.215390124435691,6.885892233685515,5.897495391439862,7.298424467099166,20.98536206226521,6.925136443208732,19.91203666578251,8.085761850822092,inf,0,,0
NY,2020,3395,3143,3758,537369.0,8617513.0,456718.0,537369.0,297835.0,298172.0,69317.0,69878.0,41327.0,42589.0,35268.0,41429.0,7971.0,18972.0,5000.0,66329.0,158883.0,239197.0,6.31781885445569,6.993332328437257,5.848867351856917,7.433470982093984,21.367924825185828,6.881708187546801,19.78185205465657,8.228272150429806,inf,0,,0
NY,2021,3588,3300,3940,535758.0,7887280.0,456272.0,535758.0,308481.0,308901.0,66890.0,67565.0,38692.0,40073.0,30203.0,36535.0,7238.0,18681.0,4768.0,64003.0,147791.0,226857.0,6.697053520432733,7.35406657483416,6.159497385013383,7.863730406424238,24.277527048331766,7.232527965774801,22.3288292250543,8.635200056106884,inf,0,,0
NY,2022,4244,3763,4545,540271.0,8429776.0,460514.0,540271.0,304301.0,304553.0,68682.0,69241.0,40841.0,42326.0,33903.0,40786.0,7752.0,19226.0,5035.0,64139.0,156213.0,235718.0,7.855317053848902,8.412444865632247,6.96502310877319,9.215789313679931,27.168033390306825,8.171304238307629,24.088904252526998,9.869406793278815,inf,0,,0
NY,2023,4112,3665,4380,541313.0,8767091.0,460514.0,540271.0,304301.0,304553.0,68682.0,69241.0,40841.0,42326.0,33903.0,40786.0,7752.0,19226.0,5035.0,64139.0,156213.0,235718.0,7.596344443972341,8.09143693205225,6.770574510495776,8.929153076779425,26.323033294284087,7.958498547275436,23.461555696388903,9.51111149715318,inf,0,,0
NY,2024,3962,2878,4112,541313.0,8767091.0,460514.0,540271.0,304301.0,304553.0,68682.0,69241.0,40841.0,42326.0,33903.0,40786.0,7752.0,19226.0,5035.0,64139.0,156213.0,235718.0,7.319240439450003,7.596344443972341,5.31670216676858,8.603430080301576,25.362805912440066,6.2495385590883235,18.423562699647274,8.929153076779425,inf,0,,0
OH,2017,1148,1107,2001,253001.0,4815946.0,183903.0,253001.0,98058.0,98207.0,33485.0,33852.0,22434.0,23671.0,20647.0,27342.0,5119.0,15229.0,4160.0,54700.0,85845.0,154794.0,4.537531472207619,7.909059647985582,4.375476776771634,6.242421276433772,13.372939600442658,6.01947765941828,12.895334614712564,10.880736040195103,inf,0,,0
OH,2018,1205,1148,2192,251937.0,4878062.0,183914.0,251937.0,98070.0,98268.0,33256.0,33665.0,22571.0,23798.0,20775.0,27027.0,5032.0,14653.0,4210.0,54526.0,85844.0,153669.0,4.782941767187829,8.700587845374043,4.556694729237865,6.551975379797079,14.0370905363217,6.242047913698794,13.37309538232142,11.918614134867385,inf,0,,0
OH,2019,1185,1120,2731,250981.0,4916956.0,183281.0,250981.0,97664.0,97872.0,33037.0,33484.0,22303.0,23483.0,20946.0,26908.0,5101.0,15149.0,4230.0,54085.0,85617.0,153109.0,4.721472940182723,10.881301771847271,4.462489192408987,6.465481964851785,13.840709204947617,6.110835274796624,13.081514185266945,14.900617085240697,inf,0,,0
OH,2020,1229,1159,3678,249857.0,4978720.0,182970.0,249857.0,98374.0,98631.0,32505.0,32962.0,21981.0,23100.0,20742.0,26448.0,5064.0,14970.0,4304.0,53746.0,84596.0,151226.0,4.918813561357096,14.720420080285923,4.638653309693145,6.716948133573809,14.527873658329,6.334371754932503,13.700411366967705,20.10165600918183,inf,0,,0
OH,2021,1276,1176,3066,252241.0,4822238.0,185849.0,252241.0,102166.0,102437.0,32914.0,33418.0,22034.0,23275.0,19653.0,25425.0,4847.0,14664.0,4235.0,53022.0,83683.0,149804.0,5.058654223540185,12.155042201703926,4.662207967776848,6.865788893133673,15.248019310971165,6.327717663264263,14.053033471553363,16.497263907796114,inf,0,,0
OH,2022,1332,1206,3154,254594.0,4963808.0,187289.0,254594.0,101397.0,101568.0,33168.0,33598.0,22242.0,23477.0,21050.0,27340.0,4984.0,15052.0,4448.0,53559.0,85892.0,153026.0,5.231859352537765,12.388351650078164,4.736953738108518,7.112003374464064,15.507847063754483,6.439246298501247,14.040888557723653,16.840284266561305,inf,0,,0
OH,2023,1187,1023,2373,255049.0,5081279.0,187289.0,254594.0,101397.0,101568.0,33168.0,33598.0,22242.0,23477.0,21050.0,27340.0,4984.0,15052.0,4448.0,53559.0,85892.0,153026.0,4.654007661272932,9.304094507329964,4.010993965865382,6.337798802919552,13.819680529036464,5.462146735793346,11.910305965631258,12.670258263966383,inf,0,,0
OH,2024,1233,895,2242,255049.0,5081279.0,187289.0,254594.0,101397.0,101568.0,33168.0,33598.0,22242.0,23477.0,21050.0,27340.0,4984.0,15052.0,4448.0,53559.0,85892.0,153026.0,4.8343651612043175,8.790467714047104,3.5091296182302223,6.583408529064708,14.355236809015974,4.778710976085088,10.420062403949146,11.970804478639963,inf,0,,0
OK,2017,284,275,343,93674.0,1360720.0,72912.0,93674.0,42800.0,42841.0,12118.0,12245.0,7304.0,7758.0,6619.0,8984.0,1822.0,5492.0,2249.0,16354.0,30112.0,50833.0,3.0317911053227147,3.6616350321327156,2.9357132181822063,3.8951064296686417,9.431455897980872,3.771669958305903,9.132571732199787,4.704301075268817,inf,0,,0
OK,2018,340,326,387,93561.0,1385228.0,73191.0,93561.0,42925.0,42992.0,12027.0,12153.0,7479.0,7910.0,6716.0,8929.0,1765.0,5221.0,2279.0,16356.0,30266.0,50569.0,3.633992796143692,4.136338859140026,3.4843577986554224,4.645379896435354,11.233727615145707,4.454099547758605,10.771162360404414,5.2875353527073,inf,0,,0
OK,2019,337,321,360,93761.0,1404725.0,73321.0,93761.0,43127.0,43197.0,11978.0,12098.0,7319.0,7730.0,6777.0,9031.0,1782.0,5083.0,2338.0,16622.0,30194.0,50564.0,3.5942449419268137,3.839549492859504,3.423598297799725,4.596227547360238,11.161157845929655,4.378009028791206,10.631251241968602,4.909916667803222,inf,0,,0
OK,2020,329,306,371,93595.0,1405824.0,73157.0,93595.0,42955.0,43035.0,12013.0,12159.0,7323.0,7717.0,6742.0,8909.0,1785.0,5153.0,2339.0,16622.0,30202.0,50560.0,3.515145039799134,3.9638869597734923,3.269405416956034,4.49717730360731,10.893318323289849,4.182784969312574,10.131779352360772,5.07128504449335,inf,0,,0
OK,2021,362,335,398,94751.0,1346568.0,74187.0,94751.0,43828.0,43917.0,12232.0,12384.0,7558.0,7992.0,6550.0,8685.0,1688.0,5073.0,2331.0,16700.0,30359.0,50834.0,3.8205401526105267,4.200483372207153,3.535582737913056,4.8795611090891935,11.92397641556046,4.515615943494143,11.03461905859877,5.364821329882594,inf,0,,0
OK,2022,440,394,472,95748.0,1390468.0,74866.0,95748.0,44178.0,44237.0,12172.0,12327.0,7569.0,7966.0,6800.0,9169.0,1737.0,5312.0,2410.0,16737.0,30688.0,51511.0,4.595396248485608,4.9296068847391075,4.114968458871203,5.877167205406994,14.337851929092805,5.262736088478081,12.838894681960376,6.304597547618412,inf,0,,0
OK,2023,380,316,414,96402.0,1431690.0,74866.0,95748.0,44178.0,44237.0,12172.0,12327.0,7569.0,7966.0,6800.0,9169.0,1737.0,5312.0,2410.0,16737.0,30688.0,51511.0,3.9418269330511815,4.29451671127155,3.2779402916951934,5.075735313760585,12.382690302398332,4.22087462933775,10.29718456725756,5.529880052360217,inf,0,,0
OK,2024,448,332,479,96402.0,1431690.0,74866.0,95748.0,44178.0,44237.0,12172.0,12327.0,7569.0,7966.0,6800.0,9169.0,1737.0,5312.0,2410.0,16737.0,30688.0,51511.0,4.64720648949192,4.968776581398727,3.44391195203419,5.9840247909598485,14.598540145985401,4.434589800443459,10.818561001042754,6.39809793497716,inf,0,,0
OR,2017,636,601,684,117357.0,1596637.0,95045.0,117357.0,55688.0,55779.0,16312.0,16500.0,10255.0,10732.0,8416.0,11312.0,2021.0,6443.0,2353.0,16591.0,39357.0,61578.0,5.419361435619519,5.828369845854955,5.121126136489515,6.691567152401494,16.159768275020962,6.3233205323794,15.270472851081129,7.196591088431795,2017.0,1,0.0,2017
OR,2018,826,797,889,118586.0,1629432.0,96648.0,118586.0,56431.0,56493.0,16712.0,16888.0,10589.0,11086.0,8523.0,11096.0,2017.0,6478.0,2376.0,16545.0,40217.0,62093.0,6.965409070210649,7.496669084040275,6.720860809876377,8.546477940567835,20.538578213193425,8.246419998344507,19.817490116120048,9.198327952984025,2017.0,1,1.0,2017
OR,2019,968,883,1017,119074.0,1643425.0,96968.0,119074.0,56630.0,56717.0,16799.0,16989.0,10559.0,11042.0,8566.0,11064.0,2014.0,6593.0,2400.0,16669.0,40338.0,62357.0,8.129398525286796,8.540907334934579,7.415556712632481,9.982674696807194,23.997223461748227,9.106096856694991,21.890029252813722,10.4879960399307,2017.0,1,2.0,2017
OR,2020,852,788,885,118927.0,1664087.0,96782.0,118927.0,56632.0,56721.0,16644.0,16843.0,10497.0,10975.0,8490.0,10914.0,2061.0,6658.0,2458.0,16816.0,40150.0,62206.0,7.164058624198037,7.4415397680930315,6.625913375431987,8.803289867950651,21.220423412204234,8.142009877869851,19.62640099626401,9.144262362836065,2017.0,1,3.0,2017
OR,2021,876,787,907,120704.0,1575613.0,98590.0,120704.0,59394.0,59517.0,16696.0,16907.0,10314.0,10808.0,7777.0,10290.0,1932.0,6500.0,2477.0,16682.0,39196.0,61187.0,7.257423117709438,7.514249734888653,6.520082184517498,8.885282483010448,22.349219308092664,7.982554011563038,20.078579446882337,9.199715995537074,2017.0,1,4.0,2017
OR,2022,951,793,994,122397.0,1666806.0,99548.0,122397.0,58802.0,58879.0,16832.0,17040.0,10737.0,11283.0,8601.0,11559.0,1997.0,6507.0,2579.0,17129.0,40746.0,63518.0,7.769798279369592,8.121114079593454,6.478916966919124,9.55318037529634,23.339714327786776,7.966006348696106,19.462033083002012,9.985132800257162,2017.0,1,5.0,2017
OR,2023,1321,1114,1363,122451.0,1697911.0,99548.0,122397.0,58802.0,58879.0,16832.0,17040.0,10737.0,11283.0,8601.0,11559.0,1997.0,6507.0,2579.0,17129.0,40746.0,63518.0,10.787988664853696,11.130983005447078,9.097516557643466,13.269980311005746,32.42036028076375,11.19058142805481,27.340107004368527,13.691887330734922,2017.0,1,6.0,2017
OR,2024,1117,706,1146,122451.0,1697911.0,99548.0,122397.0,58802.0,58879.0,16832.0,17040.0,10737.0,11283.0,8601.0,11559.0,1997.0,6507.0,2579.0,17129.0,40746.0,63518.0,9.122016153400136,9.358845579047946,5.765571534736344,11.22071764374975,27.41373386344672,7.092056093542814,17.326854169734453,11.512034395467515,2017.0,1,7.0,2017
PA,2017,1458,1403,1648,302772.0,5433660.0,230077.0,302772.0,129499.0,129681.0,41043.0,41437.0,25902.0,27186.0,23705.0,30784.0,5602.0,16171.0,4326.0,57513.0,100578.0,173091.0,4.815504736237169,5.443039646995098,4.633849893649347,6.3370089144069155,14.49621189524548,6.097958509542457,13.949372626220445,7.162819403938681,inf,0,,0
PA,2018,1518,1466,1680,303492.0,5478025.0,230868.0,303492.0,129897.0,130071.0,40777.0,41200.0,26339.0,27591.0,23887.0,30568.0,5583.0,15864.0,4385.0,58198.0,100971.0,173421.0,5.001779289075166,5.535566011624689,4.830440341096306,6.57518582046884,15.034019669013874,6.34994888854237,14.519020312763072,7.276885493008993,inf,0,,0
PA,2019,1563,1492,1737,303224.0,5557885.0,230948.0,303224.0,129608.0,129789.0,41041.0,41505.0,25920.0,27080.0,24266.0,30689.0,5676.0,15811.0,4437.0,58350.0,101340.0,173435.0,5.1546051763712635,5.7284383821861065,4.920454845262908,6.7677572440549385,15.42332741267022,6.4603287320089375,14.722715610815078,7.5211735975197875,inf,0,,0
PA,2020,1582,1496,1736,302018.0,5574417.0,229886.0,302018.0,129347.0,129588.0,40540.0,40987.0,25758.0,26921.0,24113.0,30490.0,5643.0,15731.0,4485.0,58301.0,100539.0,172430.0,5.2380983914866,5.7480017747286585,4.953347151494282,6.881671785145681,15.735187340236129,6.507573318949392,14.879797889376261,7.551569038566941,inf,0,,0
PA,2021,1835,1695,2006,304633.0,5279905.0,232635.0,304633.0,134749.0,135016.0,40736.0,41260.0,25140.0,26349.0,22324.0,28847.0,5323.0,15327.0,4363.0,57834.0,97886.0,169617.0,6.023641562141987,6.584972737687644,5.564072178654315,7.88789305134653,18.7462967125023,7.286091946611645,17.316061540976236,8.622950114986997,inf,0,,0
PA,2022,1958,1778,2083,307685.0,5584830.0,234852.0,307685.0,133528.0,133675.0,40980.0,41408.0,26066.0,27399.0,24046.0,30821.0,5624.0,15979.0,4608.0,58403.0,101324.0,174010.0,6.3636511367144974,6.769910785381153,5.778637242634513,8.337165534038459,19.32414827681497,7.570725393013472,17.547668864237497,8.869415631972476,inf,0,,0
