spec,coef,se,ci_lo,ci_hi,n_obs,outcome,pval
CS: not-yet-treated (rate_susb_all),2.8852557866116824,0.6094611931432612,1.9130510748409812,3.8574604983823835,,new_401k_per_1000_firms,
CS: never-treated (rate_susb_all),2.943572410358281,0.596458386155822,1.9340883734155767,3.9530564473009857,,new_401k_per_1000_firms,
TWFE biased (rate_susb_all),3.7143223638687983,0.8891702495380658,1.9715806986496969,5.4570640290879,408.0,new_401k_per_1000_firms,2.9500226826172908e-05
CS: not-yet-treated (rate_susb_5plus),7.827832472288804,1.6285799829237002,5.121978910182999,10.53368603439461,,new_401k_per_1000_firms_5plus,
CS: never-treated (rate_susb_5plus),7.978249762647753,1.6012490353165711,5.1806294174256085,10.775870107869897,,new_401k_per_1000_firms_5plus,
TWFE biased (rate_susb_5plus),9.556632747304366,2.4419047162604763,4.770587449755333,14.3426780448534,408.0,new_401k_per_1000_firms_5plus,9.093107426990343e-05
